Pos,No,Driver,Car,Time,Gap,Laps
1,9,Nico RosbergROS,Mercedes,1:14.378,,22
2,8,Romain GrosjeanGRO,Lotus Renault,1:15.039,+0.661s,13
3,1,Sebastian VettelVET,Red Bull Racing Renault,1:15.261,+0.883s,17
4,3,Fernando AlonsoALO,Ferrari,1:15.286,+0.908s,17
5,10,Lewis HamiltonHAM,Mercedes,1:15.311,+0.933s,20
6,7,Kimi RäikkönenRAI,Lotus Renault,1:15.380,+1.002s,19
7,2,Mark WebberWEB,Red Bull Racing Renault,1:15.550,+1.172s,20
8,14,Paul di RestaDIR,Force India Mercedes,1:15.594,+1.216s,17
9,16,Pastor MaldonadoMAL,Williams Renault,1:15.861,+1.483s,15
10,11,Nico HulkenbergHUL,Sauber Ferrari,1:15.926,+1.548s,25
11,6,Sergio PerezPER,McLaren Mercedes,1:15.958,+1.580s,23
12,5,Jenson ButtonBUT,McLaren Mercedes,1:15.976,+1.598s,19
13,18,Jean-Eric VergneVER,STR Ferrari,1:15.976,+1.598s,21
14,19,Daniel RicciardoRIC,STR Ferrari,1:16.060,+1.682s,16
15,15,Adrian SutilSUT,Force India Mercedes,1:16.068,+1.690s,12
16,4,Felipe MassaMAS,Ferrari,1:16.105,+1.727s,8
17,12,Esteban Gutierrez GUT,Sauber Ferrari,1:16.427,+2.049s,26
18,17,Valtteri BottasBOT,Williams Renault,1:16.933,+2.555s,17
19,20,Charles PicPIC,Caterham Renault,1:17.902,+3.524s,20
20,21,Giedo van der GardeVDG,Caterham Renault,1:18.102,+3.724s,20
21,22,Jules BianchiBIA,Marussia Cosworth,1:18.706,+4.328s,22
22,23,Max ChiltonCHI,Marussia Cosworth,1:19.228,+4.850s,22
