Pos,No,Driver,Car,Time,Gap,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:29.517,,19
2,9,Nico RosbergROS,Mercedes,1:30.193,+0.676s,19
3,2,Mark WebberWEB,Red Bull Racing Renault,1:30.211,+0.694s,18
4,3,Fernando AlonsoALO,Ferrari,1:30.621,+1.104s,16
5,4,Felipe MassaMAS,Ferrari,1:30.639,+1.122s,17
6,7,Kimi RäikkönenRAI,Lotus Renault,1:30.671,+1.154s,19
7,10,Lewis HamiltonHAM,Mercedes,1:30.744,+1.227s,20
8,8,Romain GrosjeanGRO,Lotus Renault,1:30.781,+1.264s,18
9,11,Nico HulkenbergHUL,Sauber Ferrari,1:30.966,+1.449s,20
10,15,Adrian SutilSUT,Force India Mercedes,1:31.009,+1.492s,18
11,5,Jenson ButtonBUT,McLaren Mercedes,1:31.326,+1.809s,22
12,12,Esteban Gutierrez GUT,Sauber Ferrari,1:31.405,+1.888s,20
13,14,Paul di RestaDIR,Force India Mercedes,1:31.733,+2.216s,21
14,18,Jean-Eric VergneVER,STR Ferrari,1:31.855,+2.338s,18
15,6,Sergio PerezPER,McLaren Mercedes,1:31.855,+2.338s,23
16,19,Daniel RicciardoRIC,STR Ferrari,1:31.898,+2.381s,19
17,16,Pastor MaldonadoMAL,Williams Renault,1:31.969,+2.452s,20
18,17,Valtteri BottasBOT,Williams Renault,1:32.036,+2.519s,23
19,20,Charles PicPIC,Caterham Renault,1:33.230,+3.713s,19
20,22,Jules BianchiBIA,Marussia Cosworth,1:33.470,+3.953s,22
21,21,Giedo van der GardeVDG,Caterham Renault,1:33.964,+4.447s,21
22,23,Max ChiltonCHI,Marussia Cosworth,1:34.683,+5.166s,20
