Pos,No,Driver,Car,Time,Gap,Laps
1,8,Romain GrosjeanGRO,Lotus Renault,1:26.929,,14
2,3,Fernando AlonsoALO,Ferrari,1:27.000,+0.071s,7
3,4,Felipe MassaMAS,Ferrari,1:27.241,+0.312s,10
4,14,Paul di RestaDIR,Force India Mercedes,1:27.533,+0.604s,9
5,7,Kimi RäikkönenRAI,Lotus Renault,1:27.625,+0.696s,12
6,19,Daniel RicciardoRIC,STR Ferrari,1:27.849,+0.920s,19
7,18,Jean-Eric VergneVER,STR Ferrari,1:27.860,+0.931s,16
8,15,Adrian SutilSUT,Force India Mercedes,1:28.069,+1.140s,15
9,11,Nico HulkenbergHUL,Sauber Ferrari,1:28.253,+1.324s,18
10,12,Esteban Gutierrez GUT,Sauber Ferrari,1:28.253,+1.324s,20
11,9,Nico RosbergROS,Mercedes,1:28.486,+1.557s,13
12,1,Sebastian VettelVET,Red Bull Racing Renault,1:29.808,+2.879s,9
13,2,Mark WebberWEB,Red Bull Racing Renault,1:30.073,+3.144s,16
14,22,Jules BianchiBIA,Marussia Cosworth,1:30.388,+3.459s,17
15,21,Giedo van der GardeVDG,Caterham Renault,1:30.598,+3.669s,20
16,20,Charles PicPIC,Caterham Renault,1:30.959,+4.030s,19
17,5,Jenson ButtonBUT,McLaren Mercedes,1:33.236,+6.307s,7
18,6,Sergio PerezPER,McLaren Mercedes,1:33.527,+6.598s,8
19,16,Pastor MaldonadoMAL,Williams Renault,1:39.232,+12.303s,13
20,17,Valtteri BottasBOT,Williams Renault,1:39.779,+12.850s,13
21,23,Max ChiltonCHI,Marussia Cosworth,1:42.872,+15.943s,13
22,10,Lewis HamiltonHAM,Mercedes,1:47.246,+20.317s,9
