Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Nico RosbergROS,Mercedes,67,1:33:42.914,25
2,77,Valtteri BottasBOT,Williams Mercedes,67,+20.789s,18
3,44,Lewis HamiltonHAM,Mercedes,67,+22.530s,15
4,1,Sebastian VettelVET,Red Bull Racing Renault,67,+44.014s,12
5,14,Fernando AlonsoALO,Ferrari,67,+52.467s,10
6,3,Daniel RicciardoRIC,Red Bull Racing Renault,67,+52.549s,8
7,27,Nico HulkenbergHUL,Force India Mercedes,67,+64.178s,6
8,22,Jenson ButtonBUT,McLaren Mercedes,67,+84.711s,4
9,20,Kevin MagnussenMAG,McLaren Mercedes,66,+1 lap,2
10,11,Sergio PerezPER,Force India Mercedes,66,+1 lap,1
11,7,Kimi RäikkönenRAI,Ferrari,66,+1 lap,0
12,13,Pastor MaldonadoMAL,Lotus Renault,66,+1 lap,0
13,25,Jean-Eric VergneVER,STR Renault,66,+1 lap,0
14,21,Esteban Gutierrez GUT,Sauber Ferrari,66,+1 lap,0
15,17,Jules BianchiBIA,Marussia Ferrari,66,+1 lap,0
16,10,Kamui KobayashiKOB,Caterham Renault,65,+2 laps,0
17,4,Max ChiltonCHI,Marussia Ferrari,65,+2 laps,0
18,9,Marcus EricssonERI,Caterham Renault,65,+2 laps,0
NC,99,Adrian SutilSUT,Sauber Ferrari,47,DNF,0
NC,26,Daniil KvyatKVY,STR Renault,44,DNF,0
NC,8,Romain GrosjeanGRO,Lotus Renault,26,DNF,0
NC,19,Felipe MassaMAS,Williams Mercedes,0,DNF,0
