Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,57,1:39:42.743,25
2,6,Nico RosbergROS,Mercedes,57,+1.085s,18
3,11,Sergio PerezPER,Force India Mercedes,57,+24.067s,15
4,3,Daniel RicciardoRIC,Red Bull Racing Renault,57,+24.489s,12
5,27,Nico HulkenbergHUL,Force India Mercedes,57,+28.654s,10
6,1,Sebastian VettelVET,Red Bull Racing Renault,57,+29.879s,8
7,19,Felipe MassaMAS,Williams Mercedes,57,+31.265s,6
8,77,Valtteri BottasBOT,Williams Mercedes,57,+31.876s,4
9,14,Fernando AlonsoALO,Ferrari,57,+32.595s,2
10,7,Kimi RäikkönenRAI,Ferrari,57,+33.462s,1
11,26,Daniil KvyatKVY,STR Renault,57,+41.342s,0
12,8,Romain GrosjeanGRO,Lotus Renault,57,+43.143s,0
13,4,Max ChiltonCHI,Marussia Ferrari,57,+59.909s,0
14,13,Pastor MaldonadoMAL,Lotus Renault,57,+62.803s,0
15,10,Kamui KobayashiKOB,Caterham Renault,57,+87.900s,0
16,17,Jules BianchiBIA,Marussia Ferrari,56,+1 lap,0
17,22,Jenson ButtonBUT,McLaren Mercedes,55,DNF,0
NC,20,Kevin MagnussenMAG,McLaren Mercedes,40,DNF,0
NC,21,Esteban Gutierrez GUT,Sauber Ferrari,39,DNF,0
NC,9,Marcus EricssonERI,Caterham Renault,33,DNF,0
NC,25,Jean-Eric VergneVER,STR Renault,18,DNF,0
NC,99,Adrian SutilSUT,Sauber Ferrari,17,DNF,0
