Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,66,1:41:05.155,25
2,6,Nico RosbergROS,Mercedes,66,+0.636s,18
3,3,Daniel RicciardoRIC,Red Bull Racing Renault,66,+49.014s,15
4,1,Sebastian VettelVET,Red Bull Racing Renault,66,+76.702s,12
5,77,Valtteri BottasBOT,Williams Mercedes,66,+79.293s,10
6,14,Fernando AlonsoALO,Ferrari,66,+87.743s,8
7,7,Kimi RäikkönenRAI,Ferrari,65,+1 lap,6
8,8,Romain GrosjeanGRO,Lotus Renault,65,+1 lap,4
9,11,Sergio PerezPER,Force India Mercedes,65,+1 lap,2
10,27,Nico HulkenbergHUL,Force India Mercedes,65,+1 lap,1
11,22,Jenson ButtonBUT,McLaren Mercedes,65,+1 lap,0
12,20,Kevin MagnussenMAG,McLaren Mercedes,65,+1 lap,0
13,19,Felipe MassaMAS,Williams Mercedes,65,+1 lap,0
14,26,Daniil KvyatKVY,STR Renault,65,+1 lap,0
15,13,Pastor MaldonadoMAL,Lotus Renault,65,+1 lap,0
16,21,Esteban Gutierrez GUT,Sauber Ferrari,65,+1 lap,0
17,99,Adrian SutilSUT,Sauber Ferrari,65,+1 lap,0
18,17,Jules BianchiBIA,Marussia Ferrari,64,+2 laps,0
19,4,Max ChiltonCHI,Marussia Ferrari,64,+2 laps,0
20,9,Marcus EricssonERI,Caterham Renault,64,+2 laps,0
NC,10,Kamui KobayashiKOB,Caterham Renault,34,DNF,0
NC,25,Jean-Eric VergneVER,STR Renault,24,DNF,0
