Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Daniel RicciardoRIC,Red Bull Racing Renault,70,1:53:05.058,25
2,14,Fernando AlonsoALO,Ferrari,70,+5.225s,18
3,44,Lewis HamiltonHAM,Mercedes,70,+5.857s,15
4,6,Nico RosbergROS,Mercedes,70,+6.361s,12
5,19,Felipe MassaMAS,Williams Mercedes,70,+29.841s,10
6,7,Kimi RäikkönenRAI,Ferrari,70,+31.491s,8
7,1,Sebastian VettelVET,Red Bull Racing Renault,70,+40.964s,6
8,77,Valtteri BottasBOT,Williams Mercedes,70,+41.344s,4
9,25,Jean-Eric VergneVER,STR Renault,70,+58.527s,2
10,22,Jenson ButtonBUT,McLaren Mercedes,70,+67.280s,1
11,99,Adrian SutilSUT,Sauber Ferrari,70,+68.169s,0
12,20,Kevin MagnussenMAG,McLaren Mercedes,70,+78.465s,0
13,13,Pastor MaldonadoMAL,Lotus Renault,70,+84.024s,0
14,26,Daniil KvyatKVY,STR Renault,69,+1 lap,0
15,17,Jules BianchiBIA,Marussia Ferrari,69,+1 lap,0
16,4,Max ChiltonCHI,Marussia Ferrari,69,+1 lap,0
NC,21,Esteban Gutierrez GUT,Sauber Ferrari,32,DNF,0
NC,10,Kamui KobayashiKOB,Caterham Renault,24,DNF,0
NC,11,Sergio PerezPER,Force India Mercedes,22,DNF,0
NC,27,Nico HulkenbergHUL,Force India Mercedes,14,DNF,0
NC,8,Romain GrosjeanGRO,Lotus Renault,10,DNF,0
NC,9,Marcus EricssonERI,Caterham Renault,7,DNF,0
