Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,54,1:33:28.338,25
2,6,Nico RosbergROS,Mercedes,54,+18.062s,18
3,14,Fernando AlonsoALO,Ferrari,54,+23.604s,15
4,3,Daniel RicciardoRIC,Red Bull Racing Renault,54,+27.136s,12
5,1,Sebastian VettelVET,Red Bull Racing Renault,54,+47.778s,10
6,27,Nico HulkenbergHUL,Force India Mercedes,54,+54.295s,8
7,77,Valtteri BottasBOT,Williams Mercedes,54,+55.697s,6
8,7,Kimi RäikkönenRAI,Ferrari,54,+76.335s,4
9,11,Sergio PerezPER,Force India Mercedes,54,+82.647s,2
10,26,Daniil KvyatKVY,STR Renault,53,+1 lap,1
11,22,Jenson ButtonBUT,McLaren Mercedes,53,+1 lap,0
12,25,Jean-Eric VergneVER,STR Renault,53,+1 lap,0
13,20,Kevin MagnussenMAG,McLaren Mercedes,53,+1 lap,0
14,13,Pastor MaldonadoMAL,Lotus Renault,53,+1 lap,0
15,19,Felipe MassaMAS,Williams Mercedes,53,+1 lap,0
16,21,Esteban Gutierrez GUT,Sauber Ferrari,53,+1 lap,0
17,17,Jules BianchiBIA,Marussia Ferrari,53,+1 lap,0
18,10,Kamui KobayashiKOB,Caterham Renault,53,+1 lap,0
19,4,Max ChiltonCHI,Marussia Ferrari,52,+2 laps,0
20,9,Marcus EricssonERI,Caterham Renault,52,+2 laps,0
NC,8,Romain GrosjeanGRO,Lotus Renault,28,DNF,0
NC,99,Adrian SutilSUT,Sauber Ferrari,5,DNF,0
