Pos,No,Driver,Car,Laps,Time/retired,Pts
1,6,Nico RosbergROS,Mercedes,71,1:30:02.555,25
2,44,Lewis HamiltonHAM,Mercedes,71,+1.457s,18
3,19,Felipe MassaMAS,Williams Mercedes,71,+41.031s,15
4,22,Jenson ButtonBUT,McLaren Mercedes,71,+48.658s,12
5,1,Sebastian VettelVET,Red Bull Racing Renault,71,+51.420s,10
6,14,Fernando AlonsoALO,Ferrari,71,+61.906s,8
7,7,Kimi RäikkönenRAI,Ferrari,71,+63.730s,6
8,27,Nico HulkenbergHUL,Force India Mercedes,71,+63.934s,4
9,20,Kevin MagnussenMAG,McLaren Mercedes,71,+70.085s,2
10,77,Valtteri BottasBOT,Williams Mercedes,70,+1 lap,1
11,26,Daniil KvyatKVY,STR Renault,70,+1 lap,0
12,13,Pastor MaldonadoMAL,Lotus Renault,70,+1 lap,0
13,25,Jean-Eric VergneVER,STR Renault,70,+1 lap,0
14,21,Esteban Gutierrez GUT,Sauber Ferrari,70,+1 lap,0
15,11,Sergio PerezPER,Force India Mercedes,70,+1 lap,0
16,99,Adrian SutilSUT,Sauber Ferrari,70,+1 lap,0
17,8,Romain GrosjeanGRO,Lotus Renault,63,DNF,0
NC,3,Daniel RicciardoRIC,Red Bull Racing Renault,39,DNF,0
