Pos,No,Driver,Car,Laps,Time/retired,Pts
1,3,Daniel RicciardoRIC,Red Bull Racing Renault,44,1:24:36.556,25
2,6,Nico RosbergROS,Mercedes,44,+3.383s,18
3,77,Valtteri BottasBOT,Williams Mercedes,44,+28.032s,15
4,7,Kimi RäikkönenRAI,Ferrari,44,+36.815s,12
5,1,Sebastian VettelVET,Red Bull Racing Renault,44,+52.196s,10
6,22,Jenson ButtonBUT,McLaren Mercedes,44,+54.580s,8
7,14,Fernando AlonsoALO,Ferrari,44,+61.162s,6
8,11,Sergio PerezPER,Force India Mercedes,44,+64.293s,4
9,26,Daniil KvyatKVY,STR Renault,44,+65.347s,2
10,27,Nico HulkenbergHUL,Force India Mercedes,44,+65.697s,1
11,25,Jean-Eric VergneVER,STR Renault,44,+71.920s,0
12,20,Kevin MagnussenMAG,McLaren Mercedes,44,+74.262s,0
13,19,Felipe MassaMAS,Williams Mercedes,44,+75.975s,0
14,99,Adrian SutilSUT,Sauber Ferrari,44,+82.447s,0
15,21,Esteban Gutierrez GUT,Sauber Ferrari,44,+90.825s,0
16,4,Max ChiltonCHI,Marussia Ferrari,43,+1 lap,0
17,9,Marcus EricssonERI,Caterham Renault,43,+1 lap,0
18,17,Jules BianchiBIA,Marussia Ferrari,39,DNF,0
NC,44,Lewis HamiltonHAM,Mercedes,38,DNF,0
NC,8,Romain GrosjeanGRO,Lotus Renault,33,DNF,0
NC,13,Pastor MaldonadoMAL,Lotus Renault,1,DNF,0
NC,45,Andre LottererLOT,Caterham Renault,1,DNF,0
