Pos,No,Driver,Car,Laps,Time/retired,Pts
1,44,Lewis HamiltonHAM,Mercedes,60,2:00:04.795,25
2,1,Sebastian VettelVET,Red Bull Racing Renault,60,+13.534s,18
3,3,Daniel RicciardoRIC,Red Bull Racing Renault,60,+14.273s,15
4,14,Fernando AlonsoALO,Ferrari,60,+15.389s,12
5,19,Felipe MassaMAS,Williams Mercedes,60,+42.161s,10
6,25,Jean-Eric VergneVER,STR Renault,60,+56.801s,8
7,11,Sergio PerezPER,Force India Mercedes,60,+59.038s,6
8,7,Kimi RäikkönenRAI,Ferrari,60,+60.641s,4
9,27,Nico HulkenbergHUL,Force India Mercedes,60,+61.661s,2
10,20,Kevin MagnussenMAG,McLaren Mercedes,60,+62.230s,1
11,77,Valtteri BottasBOT,Williams Mercedes,60,+65.065s,0
12,13,Pastor MaldonadoMAL,Lotus Renault,60,+66.915s,0
13,8,Romain GrosjeanGRO,Lotus Renault,60,+68.029s,0
14,26,Daniil KvyatKVY,STR Renault,60,+72.008s,0
15,9,Marcus EricssonERI,Caterham Renault,60,+94.188s,0
16,17,Jules BianchiBIA,Marussia Ferrari,60,+94.543s,0
17,4,Max ChiltonCHI,Marussia Ferrari,59,+1 lap,0
NC,22,Jenson ButtonBUT,McLaren Mercedes,52,DNF,0
NC,99,Adrian SutilSUT,Sauber Ferrari,40,DNF,0
NC,21,Esteban Gutierrez GUT,Sauber Ferrari,17,DNF,0
NC,6,Nico RosbergROS,Mercedes,13,DNF,0
NC,10,Kamui KobayashiKOB,Caterham Renault,,DNS,0
