Pos,No,Driver,Car,Time
1,1,Niki LaudaLAU,Brabham Alfa Romeo,1:14.650
2,5,Mario AndrettiAND,Lotus Ford,1:14.900
3,7,James HuntHUN,McLaren Ford,1:15.140
4,8,Patrick TambayTAM,McLaren Ford,1:15.300
5,20,Jody ScheckterSCH,Wolf Ford,1:15.320
6,15,Jean-Pierre JabouilleJAB,Renault,1:15.360
7,35,Riccardo PatresePAT,Arrows Ford,1:15.480
8,12,Gilles VilleneuveVIL,Ferrari,1:15.500
9,11,Carlos ReutemannREU,Ferrari,1:15.520
10,2,John WatsonWAT,Brabham Alfa Romeo,1:15.620
11,6,Ronnie PetersonPET,Lotus Ford,1:15.940
12,4,Patrick DepaillerDEP,Tyrrell Ford,1:15.970
13,3,Didier PironiPIR,Tyrrell Ford,1:16.380
14,26,Jacques LaffiteLAF,Ligier Matra,1:16.400
15,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:16.470
16,9,Jochen MassMAS,ATS Ford,1:16.600
17,10,Jean-Pierre JarierJAR,ATS Ford,1:17.120
18,27,Alan  JonesJON,Williams Ford,1:17.160
19,30,Brett LungerLUN,McLaren Ford,1:17.300
20,19,Vittorio BrambillaBRA,Surtees Ford,1:17.320
21,36,Rolf StommelenSTO,Arrows Ford,1:17.490
22,25,Hector RebaqueREB,Lotus Ford,1:17.500
23,18,Rupert KeeganKEE,Surtees Ford,1:17.570
24,32,Keke RosbergROS,Wolf Ford,1:17.620
25,24,Eddie  CheeverCHE,Hesketh Ford,1:17.830
26,37,Arturo MerzarioMER,Merzario Ford,1:18.150
