Pos,No,Driver,Car,Time
1,2,John WatsonWAT,Brabham Alfa Romeo,1:44.410
2,5,Mario AndrettiAND,Lotus Ford,1:44.460
3,1,Niki LaudaLAU,Brabham Alfa Romeo,1:44.710
4,7,James HuntHUN,McLaren Ford,1:44.920
5,6,Ronnie PetersonPET,Lotus Ford,1:44.980
6,8,Patrick TambayTAM,McLaren Ford,1:45.070
7,20,Jody ScheckterSCH,Wolf Ford,1:45.200
8,11,Carlos ReutemannREU,Ferrari,1:45.350
9,12,Gilles VilleneuveVIL,Ferrari,1:45.550
10,26,Jacques LaffiteLAF,Ligier Matra,1:45.680
11,15,Jean-Pierre JabouilleJAB,Renault,1:45.730
12,35,Riccardo PatresePAT,Arrows Ford,1:46.320
13,4,Patrick DepaillerDEP,Tyrrell Ford,1:46.370
14,27,Alan  JonesJON,Williams Ford,1:46.400
15,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:46.700
16,3,Didier PironiPIR,Tyrrell Ford,1:47.120
17,17,Clay RegazzoniREG,Shadow Ford,1:48.550
18,31,Rene ArnouxARN,Martini Ford,1:48.680
19,19,Vittorio BrambillaBRA,Surtees Ford,1:48.680
20,16,Hans-Joachim StuckSTU,Shadow Ford,1:48.890
21,36,Rolf StommelenSTO,Arrows Ford,1:49.140
22,33,Bruno GiacomelliGIA,McLaren Ford,1:49.530
23,18,Rupert KeeganKEE,Surtees Ford,1:49.540
24,30,Brett LungerLUN,McLaren Ford,1:49.550
25,9,Jochen MassMAS,ATS Ford,1:49.900
26,10,Keke RosbergROS,ATS Ford,1:50.090
