Pos,No,Driver,Car,Time
1,6,Ronnie PetersonPET,Lotus Ford,1:16.800
2,5,Mario AndrettiAND,Lotus Ford,1:17.060
3,20,Jody ScheckterSCH,Wolf Ford,1:17.370
4,1,Niki LaudaLAU,Brabham Alfa Romeo,1:17.480
5,35,Riccardo PatresePAT,Arrows Ford,1:18.280
6,27,Alan  JonesJON,Williams Ford,1:18.360
7,26,Jacques LaffiteLAF,Ligier Matra,1:18.440
8,11,Carlos ReutemannREU,Ferrari,1:18.450
9,2,John WatsonWAT,Brabham Alfa Romeo,1:18.570
10,4,Patrick DepaillerDEP,Tyrrell Ford,1:18.730
11,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:18.780
12,15,Jean-Pierre JabouilleJAB,Renault,1:18.880
13,12,Gilles VilleneuveVIL,Ferrari,1:18.990
14,7,James HuntHUN,McLaren Ford,1:19.050
15,22,Derek DalyDAL,Ensign Ford,1:19.130
16,33,Bruno GiacomelliGIA,McLaren Ford,1:19.790
17,17,Clay RegazzoniREG,Shadow Ford,1:19.830
18,16,Hans-Joachim StuckSTU,Shadow Ford,1:19.980
19,3,Didier PironiPIR,Tyrrell Ford,1:19.990
20,8,Patrick TambayTAM,McLaren Ford,1:20.140
21,25,Hector RebaqueREB,Lotus Ford,1:20.240
22,10,Keke RosbergROS,ATS Ford,1:20.270
23,37,Arturo MerzarioMER,Merzario Ford,1:20.350
24,30,Brett LungerLUN,McLaren Ford,1:20.390
25,19,Vittorio BrambillaBRA,Surtees Ford,1:20.700
26,9,Jochen MassMAS,ATS Ford,1:20.710
