Pos,No,Driver,Car,Time
1,5,Mario AndrettiAND,Lotus Ford,1:16.390
2,6,Ronnie PetersonPET,Lotus Ford,1:16.680
3,11,Carlos ReutemannREU,Ferrari,1:17.400
4,7,James HuntHUN,McLaren Ford,1:17.660
5,12,Gilles VilleneuveVIL,Ferrari,1:17.760
6,1,Niki LaudaLAU,Brabham Alfa Romeo,1:17.940
7,2,John WatsonWAT,Brabham Alfa Romeo,1:17.980
8,35,Riccardo PatresePAT,Arrows Ford,1:18.140
9,20,Jody ScheckterSCH,Wolf Ford,1:18.240
10,26,Jacques LaffiteLAF,Ligier Matra,1:18.420
11,15,Jean-Pierre JabouilleJAB,Renault,1:18.990
12,4,Patrick DepaillerDEP,Tyrrell Ford,1:19.060
13,3,Didier PironiPIR,Tyrrell Ford,1:19.110
14,8,Patrick TambayTAM,McLaren Ford,1:19.280
15,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:19.330
16,19,Vittorio BrambillaBRA,Surtees Ford,1:19.710
17,9,Jochen MassMAS,ATS Ford,1:19.980
18,27,Alan  JonesJON,Williams Ford,1:19.990
19,36,Rolf StommelenSTO,Arrows Ford,1:20.030
20,25,Hector RebaqueREB,Lotus Ford,1:20.210
21,22,Jacky IckxICK,Ensign Ford,1:20.360
22,17,Clay RegazzoniREG,Shadow Ford,1:20.670
23,18,Rupert KeeganKEE,Surtees Ford,1:20.770
24,16,Hans-Joachim StuckSTU,Shadow Ford,1:20.870
