Pos,No,Driver,Car,Time
1,5,Mario AndrettiAND,Lotus Ford,1:20.900
2,11,Carlos ReutemannREU,Ferrari,1:21.690
3,1,Niki LaudaLAU,Brabham Alfa Romeo,1:21.700
4,12,Gilles VilleneuveVIL,Ferrari,1:21.770
5,20,Jody ScheckterSCH,Wolf Ford,1:22.120
6,7,James HuntHUN,McLaren Ford,1:22.500
7,6,Ronnie PetersonPET,Lotus Ford,1:22.620
8,35,Riccardo PatresePAT,Arrows Ford,1:23.250
9,2,John WatsonWAT,Brabham Alfa Romeo,1:23.260
10,15,Jean-Pierre JabouilleJAB,Renault,1:23.580
11,27,Alan  JonesJON,Williams Ford,1:23.710
12,19,Vittorio BrambillaBRA,Surtees Ford,1:23.780
13,4,Patrick DepaillerDEP,Tyrrell Ford,1:23.820
14,26,Jacques LaffiteLAF,Ligier Matra,1:23.900
15,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:24.110
16,9,Jochen MassMAS,ATS Ford,1:24.140
17,36,Rolf StommelenSTO,Arrows Ford,1:24.140
18,17,Clay RegazzoniREG,Shadow Ford,1:24.180
19,31,Rene ArnouxARN,Martini Ford,1:24.220
20,16,Hans-Joachim StuckSTU,Shadow Ford,1:24.470
21,33,Bruno GiacomelliGIA,McLaren Ford,1:24.810
22,22,Jacky IckxICK,Ensign Ford,1:24.820
23,3,Didier PironiPIR,Tyrrell Ford,1:24.850
24,30,Brett LungerLUN,McLaren Ford,1:24.990
