Pos,No,Driver,Car,Time
1,11,Carlos ReutemannREU,Ferrari,1:28.340
2,2,John WatsonWAT,Brabham Alfa Romeo,1:28.830
3,1,Niki LaudaLAU,Brabham Alfa Romeo,1:28.840
4,5,Mario AndrettiAND,Lotus Ford,1:29.100
5,4,Patrick DepaillerDEP,Tyrrell Ford,1:29.140
6,7,James HuntHUN,McLaren Ford,1:29.220
7,6,Ronnie PetersonPET,Lotus Ford,1:29.230
8,12,Gilles VilleneuveVIL,Ferrari,1:29.400
9,20,Jody ScheckterSCH,Wolf Ford,1:29.500
10,27,Alan  JonesJON,Williams Ford,1:29.510
11,8,Patrick TambayTAM,McLaren Ford,1:30.080
12,15,Jean-Pierre JabouilleJAB,Renault,1:30.180
13,3,Didier PironiPIR,Tyrrell Ford,1:30.550
14,35,Riccardo PatresePAT,Arrows Ford,1:30.590
15,26,Jacques LaffiteLAF,Ligier Matra,1:30.600
16,22,Jacky IckxICK,Ensign Ford,1:30.720
17,16,Hans-Joachim StuckSTU,Shadow Ford,1:31.300
18,18,Rupert KeeganKEE,Surtees Ford,1:31.310
19,36,Rolf StommelenSTO,Arrows Ford,1:31.310
20,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:31.360
