Pos,No,Driver,Car,Time
1,55,Jean-Pierre JarierJAR,Lotus Ford,1:38.015
2,20,Jody ScheckterSCH,Wolf Ford,1:38.026
3,12,Gilles VilleneuveVIL,Ferrari,1:38.230
4,2,John WatsonWAT,Brabham Alfa Romeo,1:38.417
5,27,Alan  JonesJON,Williams Ford,1:38.861
6,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:38.930
7,1,Niki LaudaLAU,Brabham Alfa Romeo,1:39.020
8,16,Hans-Joachim StuckSTU,Shadow Ford,1:39.081
9,5,Mario AndrettiAND,Lotus Ford,1:39.236
10,26,Jacques LaffiteLAF,Ligier Matra,1:39.381
11,11,Carlos ReutemannREU,Ferrari,1:39.455
12,35,Riccardo PatresePAT,Arrows Ford,1:39.491
13,4,Patrick DepaillerDEP,Tyrrell Ford,1:39.619
14,66,Nelson PiquetPIQ,Brabham Alfa Romeo,1:39.624
15,22,Derek DalyDAL,Ensign Ford,1:40.042
16,18,Rene ArnouxARN,Surtees Ford,1:40.515
17,8,Patrick TambayTAM,McLaren Ford,1:40.669
18,3,Didier PironiPIR,Tyrrell Ford,1:40.959
19,7,James HuntHUN,McLaren Ford,1:40.970
20,21,Bobby RahalRAH,Wolf Ford,1:40.983
21,32,Keke RosbergROS,ATS Ford,1:41.611
22,15,Jean-Pierre JabouilleJAB,Renault,1:41.689
