Pos,No,Driver,Car,Time
1,5,Mario AndrettiAND,Lotus Ford,1:16.360
2,6,Ronnie PetersonPET,Lotus Ford,1:16.970
3,1,Niki LaudaLAU,Brabham Alfa Romeo,1:17.330
4,11,Carlos ReutemannREU,Ferrari,1:17.340
5,12,Gilles VilleneuveVIL,Ferrari,1:17.540
6,26,Jacques LaffiteLAF,Ligier Matra,1:17.550
7,7,James HuntHUN,McLaren Ford,1:17.670
8,2,John WatsonWAT,Brabham Alfa Romeo,1:17.730
9,15,Jean-Pierre JabouilleJAB,Renault,1:18.280
10,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:18.300
11,27,Alan  JonesJON,Williams Ford,1:18.420
12,4,Patrick DepaillerDEP,Tyrrell Ford,1:18.430
13,35,Riccardo PatresePAT,Arrows Ford,1:18.500
14,8,Patrick TambayTAM,McLaren Ford,1:18.500
15,20,Jody ScheckterSCH,Wolf Ford,1:18.570
16,22,Derek DalyDAL,Ensign Ford,1:19.390
17,3,Didier PironiPIR,Tyrrell Ford,1:19.590
18,16,Hans-Joachim StuckSTU,Shadow Ford,1:19.620
19,33,Bruno GiacomelliGIA,McLaren Ford,1:19.830
20,25,Hector RebaqueREB,Lotus Ford,1:20.020
21,30,Brett LungerLUN,McLaren Ford,1:20.030
22,19,Vittorio BrambillaBRA,Surtees Ford,1:20.260
23,31,Rene ArnouxARN,Martini Ford,1:20.310
24,32,Keke RosbergROS,Wolf Ford,1:20.470
25,18,Rupert KeeganKEE,Surtees Ford,1:20.520
26,29,Nelson PiquetPIQ,McLaren Ford,1:20.640
27,37,Arturo MerzarioMER,Merzario Ford,1:20.640
