Pos,No,Driver,Car,Time
1,5,Mario AndrettiAND,Lotus Ford,1:47.750
2,11,Carlos ReutemannREU,Ferrari,1:47.840
3,6,Ronnie PetersonPET,Lotus Ford,1:48.390
4,2,John WatsonWAT,Brabham Alfa Romeo,1:48.420
5,1,Niki LaudaLAU,Brabham Alfa Romeo,1:48.700
6,7,James HuntHUN,McLaren Ford,1:48.720
7,12,Gilles VilleneuveVIL,Ferrari,1:48.970
8,26,Jacques LaffiteLAF,Ligier Matra,1:49.130
9,8,Patrick TambayTAM,McLaren Ford,1:49.470
10,4,Patrick DepaillerDEP,Tyrrell Ford,1:49.690
11,10,Jean-Pierre JarierJAR,ATS Ford,1:49.770
12,19,Vittorio BrambillaBRA,Surtees Ford,1:49.910
13,9,Jochen MassMAS,ATS Ford,1:50.060
14,27,Alan  JonesJON,Williams Ford,1:50.110
15,20,Jody ScheckterSCH,Wolf Ford,1:50.350
16,17,Clay RegazzoniREG,Shadow Ford,1:50.450
17,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:50.820
18,16,Hans-Joachim StuckSTU,Shadow Ford,1:51.160
19,18,Rupert KeeganKEE,Surtees Ford,1:51.420
20,37,Arturo MerzarioMER,Merzario Ford,1:51.680
21,22,Danny OngaisONG,Ensign Ford,1:51.710
22,23,Lamberto LeoniLEO,Ensign Ford,1:51.940
23,3,Didier PironiPIR,Tyrrell Ford,1:51.990
24,30,Brett LungerLUN,McLaren Ford,1:52.270
