Pos,No,Driver,Car,Time
1,6,Ronnie PetersonPET,Lotus Ford,1:37.710
2,5,Mario AndrettiAND,Lotus Ford,1:37.760
3,15,Jean-Pierre JabouilleJAB,Renault,1:38.320
4,11,Carlos ReutemannREU,Ferrari,1:38.500
5,26,Jacques LaffiteLAF,Ligier Matra,1:38.710
6,14,Emerson FittipaldiFIT,Fittipaldi Ford,1:38.770
7,20,Jody ScheckterSCH,Wolf Ford,1:38.850
8,7,James HuntHUN,McLaren Ford,1:39.100
9,3,Didier PironiPIR,Tyrrell Ford,1:39.230
10,2,John WatsonWAT,Brabham Alfa Romeo,1:39.350
11,12,Gilles VilleneuveVIL,Ferrari,1:39.400
12,1,Niki LaudaLAU,Brabham Alfa Romeo,1:39.490
13,4,Patrick DepaillerDEP,Tyrrell Ford,1:39.510
14,8,Patrick TambayTAM,McLaren Ford,1:39.590
15,27,Alan  JonesJON,Williams Ford,1:39.810
16,35,Riccardo PatresePAT,Arrows Ford,1:40.110
17,30,Brett LungerLUN,McLaren Ford,1:40.800
18,25,Hector RebaqueREB,Lotus Ford,1:40.840
19,22,Derek DalyDAL,Ensign Ford,1:41.020
20,29,Nelson PiquetPIQ,McLaren Ford,1:41.150
21,19,Vittorio BrambillaBRA,Surtees Ford,1:41.160
22,17,Clay RegazzoniREG,Shadow Ford,1:41.420
23,16,Hans-Joachim StuckSTU,Shadow Ford,1:41.580
24,23,Harald ErtlERT,Ensign Ford,1:41.600
25,32,Keke RosbergROS,Wolf Ford,1:41.720
26,31,Rene ArnouxARN,Martini Ford,1:41.840
