Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:44.472,,12
2,77,Valtteri BottasBOT,Mercedes,1:44.513,+0.041s,14
3,44,Lewis HamiltonHAM,Mercedes,1:44.544,+0.072s,13
4,14,Fernando AlonsoALO,Alpine Renault,1:44.953,+0.481s,15
5,10,Pierre GaslyGAS,AlphaTauri Honda,1:44.965,+0.493s,17
6,18,Lance StrollSTR,Aston Martin Mercedes,1:45.180,+0.708s,14
7,31,Esteban OconOCO,Alpine Renault,1:45.302,+0.830s,15
8,5,Sebastian VettelVET,Aston Martin Mercedes,1:45.336,+0.864s,16
9,4,Lando NorrisNOR,McLaren Mercedes,1:45.386,+0.914s,18
10,11,Sergio PerezPER,Red Bull Racing Honda,1:45.404,+0.932s,13
11,55,Carlos SainzSAI,Ferrari,1:45.517,+1.045s,14
12,22,Yuki TsunodaTSU,AlphaTauri Honda,1:45.758,+1.286s,17
13,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:45.789,+1.317s,16
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:45.967,+1.495s,18
15,3,Daniel RicciardoRIC,McLaren Mercedes,1:46.118,+1.646s,14
16,6,Nicholas LatifiLAT,Williams Mercedes,1:46.198,+1.726s,17
17,63,George RussellRUS,Williams Mercedes,1:46.665,+2.193s,14
18,16,Charles LeclercLEC,Ferrari,1:46.836,+2.364s,13
19,9,Nikita MazepinMAZ,Haas Ferrari,1:47.335,+2.863s,14
20,47,Mick SchumacherMSC,Haas Ferrari,1:47.529,+3.057s,15
