Pos,No,Driver,Car,Time,Gap,Laps
1,16,Charles LeclercLEC,Ferrari,1:10.902,,29
2,55,Carlos SainzSAI,Ferrari,1:11.056,+0.154s,28
3,31,Esteban OconOCO,Alpine Renault,1:11.074,+0.172s,33
4,77,Valtteri BottasBOT,Mercedes,1:11.132,+0.230s,33
5,33,Max VerstappenVER,Red Bull Racing Honda,1:11.264,+0.362s,28
6,14,Fernando AlonsoALO,Alpine Renault,1:11.280,+0.378s,30
7,10,Pierre GaslyGAS,AlphaTauri Honda,1:11.462,+0.560s,29
8,4,Lando NorrisNOR,McLaren Mercedes,1:11.488,+0.586s,27
9,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:11.678,+0.776s,30
10,5,Sebastian VettelVET,Aston Martin Mercedes,1:11.713,+0.811s,24
11,44,Lewis HamiltonHAM,Mercedes,1:11.911,+1.009s,3
12,11,Sergio PerezPER,Red Bull Racing Honda,1:11.946,+1.044s,27
13,22,Yuki TsunodaTSU,AlphaTauri Honda,1:12.096,+1.194s,31
14,18,Lance StrollSTR,Aston Martin Mercedes,1:12.136,+1.234s,29
15,3,Daniel RicciardoRIC,McLaren Mercedes,1:12.157,+1.255s,25
16,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:12.206,+1.304s,31
17,47,Mick SchumacherMSC,Haas Ferrari,1:12.607,+1.705s,31
18,6,Nicholas LatifiLAT,Williams Mercedes,1:12.610,+1.708s,27
19,9,Nikita MazepinMAZ,Haas Ferrari,1:12.835,+1.933s,12
20,63,George RussellRUS,Williams Mercedes,1:12.855,+1.953s,30
