Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:33.593,,19
2,44,Lewis HamiltonHAM,Mercedes,1:33.637,+0.044s,22
3,10,Pierre GaslyGAS,AlphaTauri Honda,1:33.845,+0.252s,22
4,4,Lando NorrisNOR,McLaren Mercedes,1:34.154,+0.561s,17
5,31,Esteban OconOCO,Alpine Renault,1:34.402,+0.809s,23
6,33,Max VerstappenVER,Red Bull Racing Honda,1:34.621,+1.028s,20
7,55,Carlos SainzSAI,Ferrari,1:34.678,+1.085s,22
8,14,Fernando AlonsoALO,Alpine Renault,1:34.762,+1.169s,21
9,5,Sebastian VettelVET,Aston Martin Mercedes,1:34.837,+1.244s,22
10,16,Charles LeclercLEC,Ferrari,1:34.925,+1.332s,24
11,11,Sergio PerezPER,Red Bull Racing Honda,1:34.938,+1.345s,22
12,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:35.052,+1.459s,23
13,63,George RussellRUS,Williams Mercedes,1:35.094,+1.501s,19
14,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:35.178,+1.585s,14
15,18,Lance StrollSTR,Aston Martin Mercedes,1:35.334,+1.741s,21
16,6,Nicholas LatifiLAT,Williams Mercedes,1:35.411,+1.818s,19
17,3,Daniel RicciardoRIC,McLaren Mercedes,1:35.630,+2.037s,12
18,22,Yuki TsunodaTSU,AlphaTauri Honda,1:35.954,+2.361s,23
19,9,Nikita MazepinMAZ,Haas Ferrari,1:36.099,+2.506s,19
20,47,Mick SchumacherMSC,Haas Ferrari,1:36.230,+2.637s,20
