Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:23.246,,25
2,77,Valtteri BottasBOT,Mercedes,1:23.468,+0.222s,24
3,33,Max VerstappenVER,Red Bull Racing Honda,1:23.662,+0.416s,23
4,11,Sergio PerezPER,Red Bull Racing Honda,1:23.917,+0.671s,29
5,31,Esteban OconOCO,Alpine Renault,1:24.263,+1.017s,20
6,88,Robert KubicaKUB,Alfa Romeo Racing Ferrari,1:24.280,+1.034s,28
7,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:24.502,+1.256s,26
8,14,Fernando AlonsoALO,Alpine Renault,1:24.539,+1.293s,16
9,10,Pierre GaslyGAS,AlphaTauri Honda,1:24.654,+1.408s,24
10,4,Lando NorrisNOR,McLaren Mercedes,1:24.665,+1.419s,27
11,16,Charles LeclercLEC,Ferrari,1:24.770,+1.524s,21
12,3,Daniel RicciardoRIC,McLaren Mercedes,1:24.774,+1.528s,24
13,6,Nicholas LatifiLAT,Williams Mercedes,1:24.805,+1.559s,23
14,63,George RussellRUS,Williams Mercedes,1:25.083,+1.837s,22
15,22,Yuki TsunodaTSU,AlphaTauri Honda,1:25.422,+2.176s,32
16,9,Nikita MazepinMAZ,Haas Ferrari,1:25.729,+2.483s,23
17,18,Lance StrollSTR,Aston Martin Mercedes,1:25.763,+2.517s,28
18,5,Sebastian VettelVET,Aston Martin Mercedes,1:25.935,+2.689s,28
19,47,Mick SchumacherMSC,Haas Ferrari,1:26.012,+2.766s,25
20,55,Carlos SainzSAI,Ferrari,1:26.124,+2.878s,14
