Pos,No,Driver,Car,Time,Gap,Laps
1,44,Lewis HamiltonHAM,Mercedes,1:19.837,,33
2,33,Max VerstappenVER,Red Bull Racing Honda,1:19.980,+0.143s,26
3,77,Valtteri BottasBOT,Mercedes,1:20.181,+0.344s,28
4,55,Carlos SainzSAI,Ferrari,1:20.197,+0.360s,33
5,14,Fernando AlonsoALO,Alpine Renault,1:20.220,+0.383s,32
6,31,Esteban OconOCO,Alpine Renault,1:20.235,+0.398s,31
7,16,Charles LeclercLEC,Ferrari,1:20.360,+0.523s,33
8,3,Daniel RicciardoRIC,McLaren Mercedes,1:20.418,+0.581s,31
9,18,Lance StrollSTR,Aston Martin Mercedes,1:20.427,+0.590s,31
10,11,Sergio PerezPER,Red Bull Racing Honda,1:20.516,+0.679s,28
11,10,Pierre GaslyGAS,AlphaTauri Honda,1:20.558,+0.721s,34
12,4,Lando NorrisNOR,McLaren Mercedes,1:20.757,+0.920s,28
13,63,George RussellRUS,Williams Mercedes,1:20.976,+1.139s,32
14,22,Yuki TsunodaTSU,AlphaTauri Honda,1:21.053,+1.216s,33
15,5,Sebastian VettelVET,Aston Martin Mercedes,1:21.074,+1.237s,32
16,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:21.225,+1.388s,22
17,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:21.238,+1.401s,32
18,47,Mick SchumacherMSC,Haas Ferrari,1:21.537,+1.700s,29
19,6,Nicholas LatifiLAT,Williams Mercedes,1:21.855,+2.018s,31
20,9,Nikita MazepinMAZ,Haas Ferrari,1:22.638,+2.801s,28
