Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:30.847,,23
2,4,Lando NorrisNOR,McLaren Mercedes,1:30.942,+0.095s,25
3,44,Lewis HamiltonHAM,Mercedes,1:31.082,+0.235s,24
4,55,Carlos SainzSAI,Ferrari,1:31.127,+0.280s,26
5,77,Valtteri BottasBOT,Mercedes,1:31.218,+0.371s,23
6,3,Daniel RicciardoRIC,McLaren Mercedes,1:31.230,+0.383s,22
7,22,Yuki TsunodaTSU,AlphaTauri Honda,1:31.294,+0.447s,23
8,18,Lance StrollSTR,Aston Martin Mercedes,1:31.393,+0.546s,24
9,10,Pierre GaslyGAS,AlphaTauri Honda,1:31.483,+0.636s,27
10,11,Sergio PerezPER,Red Bull Racing Honda,1:31.503,+0.656s,23
11,31,Esteban OconOCO,Alpine Renault,1:31.601,+0.754s,24
12,16,Charles LeclercLEC,Ferrari,1:31.612,+0.765s,26
13,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:31.740,+0.893s,27
14,5,Sebastian VettelVET,Aston Martin Mercedes,1:31.769,+0.922s,26
15,14,Fernando AlonsoALO,Alpine Renault,1:31.770,+0.923s,24
16,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:31.862,+1.015s,15
17,63,George RussellRUS,Williams Mercedes,1:32.331,+1.484s,28
18,47,Mick SchumacherMSC,Haas Ferrari,1:33.297,+2.450s,24
19,6,Nicholas LatifiLAT,Williams Mercedes,1:33.400,+2.553s,28
20,9,Nikita MazepinMAZ,Haas Ferrari,1:33.449,+2.602s,19
