Pos,No,Driver,Car,Time,Gap,Laps
1,33,Max VerstappenVER,Red Bull Racing Honda,1:32.872,,21
2,77,Valtteri BottasBOT,Mercedes,1:32.880,+0.008s,27
3,44,Lewis HamiltonHAM,Mercedes,1:33.125,+0.253s,23
4,14,Fernando AlonsoALO,Alpine Renault,1:33.340,+0.468s,25
5,16,Charles LeclercLEC,Ferrari,1:33.550,+0.678s,23
6,31,Esteban OconOCO,Alpine Renault,1:33.685,+0.813s,23
7,10,Pierre GaslyGAS,AlphaTauri Honda,1:33.696,+0.824s,25
8,55,Carlos SainzSAI,Ferrari,1:33.698,+0.826s,24
9,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:33.786,+0.914s,26
10,4,Lando NorrisNOR,McLaren Mercedes,1:33.822,+0.950s,24
11,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:33.831,+0.959s,23
12,11,Sergio PerezPER,Red Bull Racing Honda,1:33.921,+1.049s,24
13,22,Yuki TsunodaTSU,AlphaTauri Honda,1:33.955,+1.083s,25
14,3,Daniel RicciardoRIC,McLaren Mercedes,1:34.079,+1.207s,24
15,5,Sebastian VettelVET,Aston Martin Mercedes,1:34.447,+1.575s,25
16,18,Lance StrollSTR,Aston Martin Mercedes,1:34.632,+1.760s,24
17,63,George RussellRUS,Williams Mercedes,1:35.266,+2.394s,25
18,6,Nicholas LatifiLAT,Williams Mercedes,1:35.331,+2.459s,25
19,47,Mick SchumacherMSC,Haas Ferrari,1:35.512,+2.640s,24
20,9,Nikita MazepinMAZ,Haas Ferrari,1:35.551,+2.679s,23
