Pos,No,Driver,Car,Time,Gap,Laps
1,77,Valtteri BottasBOT,Mercedes,1:17.012,,29
2,44,Lewis HamiltonHAM,Mercedes,1:17.039,+0.027s,27
3,33,Max VerstappenVER,Red Bull Racing Honda,1:17.310,+0.298s,24
4,31,Esteban OconOCO,Alpine Renault,1:17.759,+0.747s,29
5,11,Sergio PerezPER,Red Bull Racing Honda,1:17.824,+0.812s,23
6,10,Pierre GaslyGAS,AlphaTauri Honda,1:18.113,+1.101s,31
7,14,Fernando AlonsoALO,Alpine Renault,1:18.169,+1.157s,27
8,5,Sebastian VettelVET,Aston Martin Mercedes,1:18.228,+1.216s,31
9,4,Lando NorrisNOR,McLaren Mercedes,1:18.313,+1.301s,25
10,18,Lance StrollSTR,Aston Martin Mercedes,1:18.320,+1.308s,30
11,16,Charles LeclercLEC,Ferrari,1:18.370,+1.358s,30
12,55,Carlos SainzSAI,Ferrari,1:18.441,+1.429s,32
13,3,Daniel RicciardoRIC,McLaren Mercedes,1:18.737,+1.725s,26
14,7,Kimi RäikkönenRAI,Alfa Romeo Racing Ferrari,1:19.277,+2.265s,21
15,63,George RussellRUS,Williams Mercedes,1:19.292,+2.280s,29
16,6,Nicholas LatifiLAT,Williams Mercedes,1:19.479,+2.467s,30
17,22,Yuki TsunodaTSU,AlphaTauri Honda,1:19.671,+2.659s,3
18,47,Mick SchumacherMSC,Haas Ferrari,1:19.817,+2.805s,29
19,99,Antonio GiovinazziGIO,Alfa Romeo Racing Ferrari,1:20.186,+3.174s,28
20,9,Nikita MazepinMAZ,Haas Ferrari,1:21.881,+4.869s,28
