Pos,No,Driver,Car,Lap,Time,Avg speed
1,3,Michael SchumacherMSC,Ferrari,8,1:22.269,199.365
2,1,Mika HakkinenHAK,McLaren Mercedes,8,1:22.288,199.319
3,2,David CoulthardCOU,McLaren Mercedes,7,1:22.289,199.317
4,4,Rubens BarrichelloBAR,Ferrari,8,1:22.339,199.196
5,18,Pedro de la RosaDLR,Arrows Supertec,8,1:23.125,197.312
6,11,Giancarlo FisichellaFIS,Benetton Playlife,5,1:23.255,197.004
7,19,Jos VerstappenVER,Arrows Supertec,8,1:23.369,196.734
8,22,Jacques VilleneuveVIL,BAR Honda,8,1:23.390,196.685
9,12,Alexander WurzWUR,Benetton Playlife,8,1:23.485,196.461
10,10,Jenson ButtonBUT,Williams BMW,5,1:23.688,195.985
11,9,Ralf SchumacherRSC,Williams BMW,9,1:23.802,195.718
12,14,Jean AlesiALE,Prost Peugeot,7,1:23.898,195.494
13,7,Eddie IrvineIRV,Jaguar Cosworth,8,1:24.008,195.238
14,20,Marc GeneGEN,Minardi Fondmetal,8,1:24.018,195.215
15,17,Mika SaloSAL,Sauber Petronas,5,1:24.346,194.456
16,23,Ricardo ZontaZON,BAR Honda,8,1:24.620,193.826
17,8,Johnny HerbertHER,Jaguar Cosworth,8,1:24.715,193.609
18,21,Gaston MazzacaneMAZ,Minardi Fondmetal,8,1:24.772,193.478
19,16,Pedro DinizDIN,Sauber Petronas,8,1:24.798,193.419
20,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,2,1:24.937,193.103
