Pos,No,Driver,Car,Lap,Time,Avg speed
1,1,Mika HakkinenHAK,McLaren Mercedes,33,1:20.028,178.812
2,4,Rubens BarrichelloBAR,Ferrari,42,1:20.520,177.719
3,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,58,1:20.640,177.455
4,2,David CoulthardCOU,McLaren Mercedes,29,1:20.641,177.453
5,3,Michael SchumacherMSC,Ferrari,22,1:20.762,177.187
6,22,Jacques VilleneuveVIL,BAR Honda,48,1:21.163,176.311
7,9,Ralf SchumacherRSC,Williams BMW,45,1:21.211,176.207
8,17,Mika SaloSAL,Sauber Petronas,32,1:21.372,175.859
9,10,Jenson ButtonBUT,Williams BMW,33,1:21.423,175.748
10,12,Alexander WurzWUR,Benetton Playlife,34,1:21.483,175.619
11,6,Jarno TrulliTRU,Jordan Mugen Honda,71,1:21.483,175.619
12,16,Pedro DinizDIN,Sauber Petronas,47,1:21.491,175.602
13,7,Eddie IrvineIRV,Jaguar Cosworth,70,1:21.572,175.427
14,19,Jos VerstappenVER,Arrows Supertec,27,1:22.366,173.736
15,8,Johnny HerbertHER,Jaguar Cosworth,30,1:22.439,173.582
16,23,Ricardo ZontaZON,BAR Honda,30,1:22.633,173.175
17,11,Giancarlo FisichellaFIS,Benetton Playlife,7,1:22.933,172.548
18,20,Marc GeneGEN,Minardi Fondmetal,53,1:23.388,171.607
19,15,Nick HeidfeldHEI,Prost Peugeot,16,1:23.644,171.082
20,18,Pedro de la RosaDLR,Arrows Supertec,4,1:23.820,170.722
21,21,Gaston MazzacaneMAZ,Minardi Fondmetal,29,1:23.912,170.535
22,14,Jean AlesiALE,Prost Peugeot,7,1:24.106,170.142
