Pos,No,Driver,Car,Lap,Time,Avg speed
1,4,Rubens BarrichelloBAR,Ferrari,20,1:44.300,235.570
2,2,David CoulthardCOU,McLaren Mercedes,24,1:44.579,234.942
3,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,20,1:44.614,234.863
4,1,Mika HakkinenHAK,McLaren Mercedes,23,1:44.698,234.674
5,6,Jarno TrulliTRU,Jordan Mugen Honda,30,1:45.754,232.331
6,18,Pedro de la RosaDLR,Arrows Supertec,21,1:46.243,231.262
7,22,Jacques VilleneuveVIL,BAR Honda,24,1:46.374,230.977
8,16,Pedro DinizDIN,Sauber Petronas,24,1:46.639,230.403
9,9,Ralf SchumacherRSC,Williams BMW,24,1:46.685,230.304
10,14,Jean AlesiALE,Prost Peugeot,23,1:47.001,229.624
11,10,Jenson ButtonBUT,Williams BMW,23,1:47.073,229.469
12,17,Mika SaloSAL,Sauber Petronas,32,1:47.129,229.349
13,15,Nick HeidfeldHEI,Prost Peugeot,23,1:47.140,229.326
14,19,Jos VerstappenVER,Arrows Supertec,25,1:47.156,229.291
15,20,Marc GeneGEN,Minardi Fondmetal,33,1:47.158,229.287
16,23,Ricardo ZontaZON,BAR Honda,33,1:47.248,229.095
17,12,Alexander WurzWUR,Benetton Playlife,23,1:47.269,229.050
18,8,Johnny HerbertHER,Jaguar Cosworth,9,1:47.332,228.915
19,21,Gaston MazzacaneMAZ,Minardi Fondmetal,22,1:47.448,228.668
20,7,Eddie IrvineIRV,Jaguar Cosworth,18,1:47.570,228.409
