Pos,No,Driver,Car,Lap,Time,Avg speed
1,4,Rubens BarrichelloBAR,Ferrari,30,1:53.803,220.423
2,2,David CoulthardCOU,McLaren Mercedes,32,1:54.131,219.789
3,3,Michael SchumacherMSC,Ferrari,18,1:54.252,219.556
4,1,Mika HakkinenHAK,McLaren Mercedes,32,1:54.469,219.140
5,5,Heinz-Harald FrentzenFRE,Jordan Mugen Honda,33,1:54.966,218.193
6,17,Mika SaloSAL,Sauber Petronas,30,1:55.110,217.920
7,16,Pedro DinizDIN,Sauber Petronas,42,1:55.153,217.838
8,10,Jenson ButtonBUT,Williams BMW,33,1:55.425,217.325
9,9,Ralf SchumacherRSC,Williams BMW,24,1:55.473,217.235
10,22,Jacques VilleneuveVIL,BAR Honda,41,1:55.511,217.163
11,8,Johnny HerbertHER,Jaguar Cosworth,31,1:55.603,216.990
12,7,Eddie IrvineIRV,Jaguar Cosworth,42,1:55.603,216.990
13,14,Jean AlesiALE,Prost Peugeot,15,1:55.954,216.334
14,12,Alexander WurzWUR,Benetton Playlife,42,1:56.726,214.903
15,18,Pedro de la RosaDLR,Arrows Supertec,29,1:56.770,214.822
16,20,Marc GeneGEN,Minardi Fondmetal,19,1:57.261,213.922
17,21,Gaston MazzacaneMAZ,Minardi Fondmetal,34,1:57.263,213.919
18,23,Ricardo ZontaZON,BAR Honda,42,1:57.269,213.908
19,19,Jos VerstappenVER,Arrows Supertec,26,1:57.432,213.611
20,15,Nick HeidfeldHEI,Prost Peugeot,12,1:58.831,211.096
21,11,Giancarlo FisichellaFIS,Benetton Playlife,8,2:02.148,205.363
22,6,Jarno TrulliTRU,Jordan Mugen Honda,3,2:07.154,197.278
