Pos,No,Driver,Car,Time,Gap,Laps
1,6,Nico RosbergROS,Mercedes,1:35.227,,25
2,44,Lewis HamiltonHAM,Mercedes,1:35.721,+0.494s,25
3,7,Kimi RäikkönenRAI,Ferrari,1:36.315,+1.088s,16
4,5,Sebastian VettelVET,Ferrari,1:36.331,+1.104s,18
5,14,Fernando AlonsoALO,McLaren Honda,1:36.510,+1.283s,18
6,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:36.753,+1.526s,27
7,33,Max VerstappenVER,Red Bull Racing TAG Heuer,1:36.973,+1.746s,26
8,27,Nico HulkenbergHUL,Force India Mercedes,1:37.513,+2.286s,26
9,11,Sergio PerezPER,Force India Mercedes,1:37.601,+2.374s,27
10,22,Jenson ButtonBUT,McLaren Honda,1:37.613,+2.386s,20
11,26,Daniil KvyatKVY,Toro Rosso Ferrari,1:37.847,+2.620s,29
12,77,Valtteri BottasBOT,Williams Mercedes,1:37.861,+2.634s,17
13,8,Romain GrosjeanGRO,Haas Ferrari,1:37.886,+2.659s,22
14,21,Esteban Gutierrez GUT,Haas Ferrari,1:37.921,+2.694s,20
15,55,Carlos SainzSAI,Toro Rosso Ferrari,1:38.055,+2.828s,25
16,12,Felipe NasrNAS,Sauber Ferrari,1:38.184,+2.957s,18
17,9,Marcus EricssonERI,Sauber Ferrari,1:38.313,+3.086s,20
18,19,Felipe MassaMAS,Williams Mercedes,1:38.339,+3.112s,24
19,30,Jolyon PalmerPAL,Renault,1:39.148,+3.921s,23
20,31,Esteban OconOCO,MRT Mercedes,1:40.036,+4.809s,28
21,94,Pascal WehrleinWEH,MRT Mercedes,1:40.627,+5.400s,26
22,20,Kevin MagnussenMAG,Renault,,,2
