Pos,No,Driver,Car,Time,Gap,Laps
1,6,Nico RosbergROS,Mercedes,1:32.294,,24
2,44,Lewis HamiltonHAM,Mercedes,1:32.799,+0.505s,24
3,7,Kimi RäikkönenRAI,Ferrari,1:34.128,+1.834s,16
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:34.461,+2.167s,27
5,26,Daniil KvyatKVY,Red Bull Racing TAG Heuer,1:34.541,+2.247s,30
6,27,Nico HulkenbergHUL,Force India Mercedes,1:34.601,+2.307s,28
7,55,Carlos SainzSAI,Toro Rosso Ferrari,1:34.793,+2.499s,21
8,33,Max VerstappenVER,Toro Rosso Ferrari,1:34.860,+2.566s,19
9,8,Romain GrosjeanGRO,Haas Ferrari,1:35.000,+2.706s,18
10,19,Felipe MassaMAS,Williams Mercedes,1:35.006,+2.712s,19
11,5,Sebastian VettelVET,Ferrari,1:35.073,+2.779s,14
12,77,Valtteri BottasBOT,Williams Mercedes,1:35.174,+2.880s,21
13,21,Esteban Gutierrez GUT,Haas Ferrari,1:35.309,+3.015s,19
14,22,Jenson ButtonBUT,McLaren Honda,1:35.440,+3.146s,28
15,20,Kevin MagnussenMAG,Renault,1:35.490,+3.196s,27
16,9,Marcus EricssonERI,Sauber Ferrari,1:35.728,+3.434s,30
17,94,Pascal WehrleinWEH,MRT Mercedes,1:36.371,+4.077s,26
18,47,Stoffel VandoorneVAN,McLaren Honda,1:36.392,+4.098s,25
19,12,Felipe NasrNAS,Sauber Ferrari,1:36.719,+4.425s,24
20,30,Jolyon PalmerPAL,Renault,1:36.939,+4.645s,28
21,34,Alfonso CelisCEL,Force India Mercedes,1:37.287,+4.993s,23
22,88,Rio HaryantoHAR,MRT Mercedes,1:37.714,+5.420s,27
