Pos,No,Driver,Car,Time,Gap,Laps
1,6,Nico RosbergROS,Mercedes,1:38.037,,16
2,44,Lewis HamiltonHAM,Mercedes,1:38.183,+0.146s,16
3,5,Sebastian VettelVET,Ferrari,1:38.665,+0.628s,12
4,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,1:39.061,+1.024s,13
5,7,Kimi RäikkönenRAI,Ferrari,1:39.155,+1.118s,11
6,26,Daniil KvyatKVY,Red Bull Racing TAG Heuer,1:39.625,+1.588s,14
7,55,Carlos SainzSAI,Toro Rosso Ferrari,1:39.676,+1.639s,12
8,22,Jenson ButtonBUT,McLaren Honda,1:39.974,+1.937s,11
9,27,Nico HulkenbergHUL,Force India Mercedes,1:40.169,+2.132s,13
10,33,Max VerstappenVER,Toro Rosso Ferrari,1:40.232,+2.195s,13
11,11,Sergio PerezPER,Force India Mercedes,1:40.347,+2.310s,15
12,14,Fernando AlonsoALO,McLaren Honda,1:40.538,+2.501s,11
13,77,Valtteri BottasBOT,Williams Mercedes,1:40.828,+2.791s,10
14,8,Romain GrosjeanGRO,Haas Ferrari,1:41.358,+3.321s,9
15,9,Marcus EricssonERI,Sauber Ferrari,1:41.393,+3.356s,18
16,88,Rio HaryantoHAR,MRT Mercedes,1:41.614,+3.577s,20
17,30,Jolyon PalmerPAL,Renault,1:41.816,+3.779s,16
18,94,Pascal WehrleinWEH,MRT Mercedes,1:42.908,+4.871s,14
19,12,Felipe NasrNAS,Sauber Ferrari,1:42.980,+4.943s,8
20,20,Kevin MagnussenMAG,Renault,,,6
21,21,Esteban Gutierrez GUT,Haas Ferrari,,,2
22,19,Felipe MassaMAS,Williams Mercedes,,,4
