Pos,No,Driver,Car,Time
1,18,Juan Manuel FangioFAN,Alfa Romeo,1:58.600
2,16,Alberto AscariASC,Ferrari,1:58.800
3,10,Nino FarinaFAR,Alfa Romeo,2:00.200
4,46,Consalvo  SanesiSAN,Alfa Romeo,2:00.400
5,36,Luigi FagioliFAG,Alfa Romeo,2:04.000
6,48,Dorino  SerafiniSER,Ferrari,2:05.200
7,60,Piero  TaruffiTAR,Alfa Romeo,2:05.800
8,12,Raymond  SommerSOM,Talbot-Lago,2:08.600
9,4,Franco  RolROL,Maserati,2:10.000
10,44,Robert  ManzonMAN,Simca-Gordini,2:12.400
11,40,Guy  MairesseMAI,Talbot-Lago,2:13.200
12,42,Maurice  TrintignantTRI,Simca-Gordini,2:13.400
13,58,Louis  RosierROS,Talbot-Lago,2:13.400
14,64,Henri LouveauLOU,Talbot-Lago,2:13.800
15,30,Prince BiraBIR,Maserati,2:14.000
16,24,Philippe  EtancelinETA,Talbot-Lago,2:14.400
17,38,Toulo de GraffenriedDEG,Maserati,2:14.400
18,8,Peter  WhiteheadWHI,Ferrari,2:16.200
19,6,Louis  ChironCHI,Maserati,2:17.200
20,56,Pierre  LeveghLEV,Talbot-Lago,2:17.200
21,32,Cuth  HarrisonHAR,ERA,2:18.400
22,2,Johnny ClaesCLA,Talbot-Lago,2:18.600
23,52,Felice  BonettoBON,Maserati,2:19.800
24,50,David  MurrayMUR,Maserati,2:22.000
25,22,Clemente  BiondettiBIO,Ferrari Jaguar,2:30.600
26,62,Franco  ComottiCOM,Maserati,2:33.600
27,28,Paul  PietschPIE,Maserati,3:00.400
