Pos,No,Driver,Car,Time
1,8,Nino FarinaFAR,Alfa Romeo,4:37.000
2,10,Juan Manuel FangioFAN,Alfa Romeo,4:37.000
3,12,Luigi FagioliFAG,Alfa Romeo,4:41.000
4,2,Luigi  VilloresiVIL,Ferrari,4:47.000
5,6,Raymond  SommerSOM,Talbot-Lago,4:47.000
6,4,Alberto AscariASC,Ferrari,4:49.000
7,16,Philippe  EtancelinETA,Talbot-Lago,4:52.000
8,14,Louis  RosierROS,Talbot-Lago,4:53.000
9,18,Yves Giraud-CabantousGIR,Talbot-Lago,4:56.000
10,22,Pierre  LeveghLEV,Talbot-Lago,5:01.000
11,20,Eugene  ChaboudCHA,Talbot-Lago,5:13.000
12,26,Geoff CrossleyCRO,Alta,5:44.000
13,30,Toni  BrancaBRA,Maserati,5:45.000
14,24,Johnny ClaesCLA,Talbot-Lago,
