Pos,No,Driver,Car,Time
1,98,Walt  FaulknerFAU,Kurtis Kraft Offenhauser,4:27.970
2,28,Fred AgabashianAGA,Kurtis Kraft Offenhauser,4:31.100
3,31,Mauri  RoseROS,Deidt Offenhauser,4:32.070
4,5,George ConnorCON,Moore Offenhauser,4:32.390
5,1,Johnnie  ParsonsPAR,Kurtis Kraft Offenhauser,4:32.430
6,49,Jack McGrathMCG,Kurtis Kraft Offenhauser,4:33.000
7,69,Duke DinsmoreDIN,Kurtis Kraft Offenhauser,4:34.670
8,14,Tony  BettenhausenBET,Moore Offenhauser,4:34.920
9,17,Joie  ChitwoodCHI,Kurtis Kraft Offenhauser,4:35.320
10,3,Bill HollandHOL,Moore Offenhauser,4:35.900
11,59,Pat FlahertyFLA,Kurtis Kraft Offenhauser,4:37.760
12,54,Cecil  GreenGRE,Kurtis Kraft Offenhauser,4:30.860
13,18,Duane CarterCAR,Stevens Offenhauser,4:33.420
14,21,Spider WebbWEB,Maserati Offenhauser,4:37.460
15,81,Jerry  HoytHOY,Kurtis Kraft Offenhauser,4:37.950
16,2,Myron FohrFOH,Kurtis Kraft Offenhauser,4:33.320
17,24,Bayliss LevrettLEV,Adams Offenhauser,4:34.430
18,45,Dick RathmannRAT,Watson Offenhauser,4:34.960
19,7,Paul RussoRUS,Nichels Offenhauser,4:35.250
20,4,Walt BrownBRO,Kurtis Kraft Offenhauser,4:35.960
21,12,Henry BanksBAN,Maserati Offenhauser,4:37.680
22,67,Bill SchindlerSCH,Snowberger Offenhauser,4:31.310
23,8,Lee WallardWAL,Moore Offenhauser,4:31.830
24,55,Troy RuttmanRUT,Lesovsky Offenhauser,4:32.910
25,23,Sam HanksHAN,Kurtis Kraft Offenhauser,4:33.570
26,15,Mack HellingsHEL,Kurtis Kraft Offenhauser,4:35.320
27,22,Jimmy DaviesDAV,Ewing Offenhauser,4:36.070
28,76,Jim RathmannRAT,Wetteroth Offerhauser,4:37.010
29,27,Walt AderADE,Rae Offenhauser,4:37.050
30,77,Jackie HolmesHOL,Olson Offenhauser,4:37.570
31,75,Gene HartleyHAR,Langley Offenhauser,4:38.610
32,61,Jimmy JacksonJAC,Kurtis Kraft Cummins,4:38.620
33,62,Johnny McDowellMCD,Kurtis Kraft Offenhauser,4:37.580
