Pos,No,Driver,Car,Time
1,6,Juan Manuel FangioFAN,Alfa Romeo,2:30.600
2,2,Nino FarinaFAR,Alfa Romeo,2:32.500
3,4,Luigi FagioliFAG,Alfa Romeo,2:34.700
4,16,Philippe  EtancelinETA,Talbot-Lago,2:39.000
5,18,Yves Giraud-CabantousGIR,Talbot-Lago,2:42.700
6,20,Louis  RosierROS,Talbot-Lago,2:46.000
7,28,Franco  RolROL,Maserati,2:46.700
8,36,Jose Froilan GonzalezGON,Maserati,2:48.000
9,22,Pierre  LeveghLEV,Talbot-Lago,2:49.000
10,16,Eugene  ChaboudCHA,Talbot-Lago,
11,40,Felice  BonettoBON,Maserati,
12,32,Reg  ParnellPAR,Maserati,
13,44,Robert  ManzonMAN,Simca-Gordini,
14,30,Louis  ChironCHI,Maserati,
15,42,Johnny ClaesCLA,Talbot-Lago,
16,26,Charles  Pozzi POZ,Talbot-Lago,
17,12,Raymond  SommerSOM,Talbot-Lago,
18,34,David  HampshireHAM,Maserati,
19,14,Peter  WhiteheadWHI,Ferrari,
