Pos,No,Driver,Car,Time
1,34,Juan Manuel FangioFAN,Alfa Romeo,1:50.200
2,32,Nino FarinaFAR,Alfa Romeo,1:52.800
3,2,Jose Froilan GonzalezGON,Maserati,1:53.700
4,14,Philippe  EtancelinETA,Talbot-Lago,1:54.100
5,36,Luigi FagioliFAG,Alfa Romeo,1:54.200
6,38,Luigi  VilloresiVIL,Ferrari,1:52.300
7,40,Alberto AscariASC,Ferrari,1:53.800
8,48,Louis  ChironCHI,Maserati,1:56.300
9,42,Raymond  SommerSOM,Ferrari,1:56.600
10,16,Louis  RosierROS,Talbot-Lago,1:57.700
11,10,Robert  ManzonMAN,Simca-Gordini,2:04.000
12,52,Toulo de GraffenriedDEG,Maserati,2:00.700
13,12,Maurice  TrintignantTRI,Simca-Gordini,2:01.400
14,24,Cuth  HarrisonHAR,ERA,2:01.600
15,50,Prince BiraBIR,Maserati,2:02.200
16,26,Bob  GerardGER,ERA,2:03.400
17,44,Franco  RolROL,Maserati,2:04.500
18,4,Alfredo PiánPIÁ,Maserati,
19,6,Johnny ClaesCLA,Talbot-Lago,2:12.000
20,8,Harry SchellSCH,Cooper JAP,
