Pos,No,Driver,Car,Time
1,2,Nino FarinaFAR,Alfa Romeo,1:50.800
2,3,Luigi FagioliFAG,Alfa Romeo,1:51.000
3,1,Juan Manuel FangioFAN,Alfa Romeo,1:51.000
4,4,Reg  ParnellPAR,Alfa Romeo,1:52.200
5,21,Prince BiraBIR,Maserati,1:52.600
6,14,Yves Giraud-CabantousGIR,Talbot-Lago,1:53.400
7,17,Eugene  MartinMAR,Talbot-Lago,1:55.400
8,20,Toulo de GraffenriedDEG,Maserati,1:55.800
9,15,Louis  RosierROS,Talbot-Lago,1:56.000
10,9,Peter  Walker WAL,ERA,1:56.600
11,19,Louis  ChironCHI,Maserati,1:56.600
12,8,Leslie  JohnsonJOH,ERA,1:57.400
13,12,Bob  GerardGER,ERA,1:57.400
14,16,Philippe  EtancelinETA,Talbot-Lago,1:57.800
15,11,Cuth  HarrisonHAR,ERA,1:58.400
16,6,David  HampshireHAM,Maserati,2:01.000
17,24,Geoff CrossleyCRO,Alta,2:02.600
18,5,David  MurrayMUR,Maserati,2:05.600
19,23,Joe KellyKEL,Alta,2:06.200
20,10,Joe FryFRY,Maserati,2:07.000
21,18,Johnny ClaesCLA,Talbot-Lago,2:08.800
