Pos,No,Driver,Car,Time,Gap,Laps
1,1,Sebastian VettelVET,Red Bull Racing Renault,1:46.374,,33
2,5,Fernando AlonsoALO,Ferrari,1:46.575,+0.201s,28
3,3,Lewis HamiltonHAM,McLaren Mercedes,1:47.115,+0.741s,22
4,6,Felipe MassaMAS,Ferrari,1:47.120,+0.746s,23
5,2,Mark WebberWEB,Red Bull Racing Renault,1:47.265,+0.891s,28
6,7,Michael SchumacherMSC,Mercedes,1:48.418,+2.044s,27
7,14,Adrian SutilSUT,Force India Mercedes,1:48.866,+2.492s,32
8,17,Sergio PerezPER,Sauber Ferrari,1:49.578,+3.204s,27
9,16,Kamui KobayashiKOB,Sauber Ferrari,1:49.730,+3.356s,29
10,4,Jenson ButtonBUT,McLaren Mercedes,1:49.751,+3.377s,10
11,19,Jaime AlguersuariALG,STR Ferrari,1:49.792,+3.418s,14
12,9,Bruno SennaSEN,Renault,1:50.241,+3.867s,31
13,15,Paul di RestaDIR,Force India Mercedes,1:50.345,+3.971s,8
14,10,Vitaly PetrovPET,Renault,1:50.399,+4.025s,29
15,8,Nico RosbergROS,Mercedes,1:50.790,+4.416s,28
16,11,Rubens BarrichelloBAR,Williams Cosworth,1:50.897,+4.523s,24
17,12,Pastor MaldonadoMAL,Williams Cosworth,1:50.937,+4.563s,30
18,20,Heikki KovalainenKOV,Lotus Renault,1:51.950,+5.576s,26
19,18,Sebastien BuemiBUE,STR Ferrari,1:52.257,+5.883s,15
20,21,Jarno TrulliTRU,Lotus Renault,1:52.489,+6.115s,25
21,24,Timo GlockGLO,Virgin Cosworth,1:53.579,+7.205s,25
22,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:54.649,+8.275s,25
23,22,Daniel RicciardoRIC,HRT Cosworth,1:54.754,+8.380s,29
24,23,Vitantonio LiuzziLIU,HRT Cosworth,1:55.198,+8.824s,26
