Pos,No,Driver,Car,Time,Gap,Laps
1,5,Fernando AlonsoALO,Ferrari,1:15.123,,42
2,3,Lewis HamiltonHAM,McLaren Mercedes,1:15.228,+0.105s,33
3,8,Nico RosbergROS,Mercedes,1:15.321,+0.198s,44
4,4,Jenson ButtonBUT,McLaren Mercedes,1:15.448,+0.325s,38
5,1,Sebastian VettelVET,Red Bull Racing Renault,1:15.667,+0.544s,46
6,6,Felipe MassaMAS,Ferrari,1:15.781,+0.658s,45
7,7,Michael SchumacherMSC,Mercedes,1:16.356,+1.233s,33
8,2,Mark WebberWEB,Red Bull Racing Renault,1:16.642,+1.519s,42
9,14,Adrian SutilSUT,Force India Mercedes,1:17.101,+1.978s,46
10,9,Nick HeidfeldHEI,Renault,1:17.126,+2.003s,38
11,10,Vitaly PetrovPET,Renault,1:17.337,+2.214s,35
12,17,Sergio PerezPER,Sauber Ferrari,1:17.541,+2.418s,47
13,11,Rubens BarrichelloBAR,Williams Cosworth,1:17.570,+2.447s,39
14,18,Sebastien BuemiBUE,STR Ferrari,1:17.581,+2.458s,32
15,12,Pastor MaldonadoMAL,Williams Cosworth,1:17.633,+2.510s,49
16,16,Kamui KobayashiKOB,Sauber Ferrari,1:17.706,+2.583s,37
17,19,Jaime AlguersuariALG,STR Ferrari,1:17.789,+2.666s,43
18,20,Heikki KovalainenKOV,Lotus Renault,1:18.266,+3.143s,50
19,21,Jarno TrulliTRU,Lotus Renault,1:18.490,+3.367s,39
20,15,Paul di RestaDIR,Force India Mercedes,1:19.053,+3.930s,15
21,25,Jerome d'AmbrosioDAM,Virgin Cosworth,1:19.185,+4.062s,40
22,24,Timo GlockGLO,Virgin Cosworth,1:19.338,+4.215s,35
23,22,Narain KarthikeyanKAR,HRT Cosworth,1:22.066,+6.943s,33
