Pos,No,Driver,Car,Time
1,16,Tom PrycePRY,Shadow Matra,1:19.360
2,8,Carlos PacePAC,Brabham Ford,1:19.500
3,12,Niki LaudaLAU,Ferrari,1:19.540
4,11,Clay RegazzoniREG,Ferrari,1:19.550
5,9,Vittorio BrambillaBRA,March Ford,1:19.630
6,3,Jody ScheckterSCH,Tyrrell Ford,1:19.810
7,1,Emerson FittipaldiFIT,McLaren Ford,1:19.910
8,7,Carlos ReutemannREU,Brabham Ford,1:20.040
9,24,James HuntHUN,Hesketh Ford,1:20.140
10,2,Jochen MassMAS,McLaren Ford,1:20.180
11,17,Jean-Pierre JarierJAR,Shadow Matra,1:20.330
12,27,Mario AndrettiAND,Parnelli Ford,1:20.360
13,23,Tony BriseBRI,Lola Ford,1:20.410
14,10,Hans-Joachim StuckSTU,March Ford,1:20.460
15,28,Mark DonohueDON,March Ford,1:20.500
16,5,Ronnie PetersonPET,Lotus Ford,1:20.580
17,4,Patrick DepaillerDEP,Tyrrell Ford,1:20.600
18,18,John WatsonWAT,Surtees Ford,1:20.830
19,21,Jacques LaffiteLAF,Frank Williams Racing Cars/Williams,1:21.010
20,22,Alan  JonesJON,Lola Ford,1:21.190
21,15,Brian HentonHEN,Lotus Ford,1:21.360
22,29,Lella LombardiLOM,March Ford,1:21.600
23,19,Dave  MorganMOR,Surtees Ford,1:21.650
24,30,Wilson FittipaldiFIT,Fittipaldi Ford,1:21.670
25,6,Jim CrawfordCRA,Lotus Ford,1:21.860
26,32,John  Nicholson NIC,Lyncar Ford,1:22.860
