Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,1:20.290
2,11,Clay RegazzoniREG,Ferrari,1:20.570
3,24,James HuntHUN,Hesketh Ford,1:20.700
4,3,Jody ScheckterSCH,Tyrrell Ford,1:20.740
5,7,Carlos ReutemannREU,Brabham Ford,1:20.870
6,1,Emerson FittipaldiFIT,McLaren Ford,1:20.910
7,23,Tony BriseBRI,Lola Ford,1:20.940
8,2,Jochen MassMAS,McLaren Ford,1:21.010
9,8,Carlos PacePAC,Brabham Ford,1:21.060
10,17,Jean-Pierre JarierJAR,Shadow Matra,1:21.100
11,9,Vittorio BrambillaBRA,March Ford,1:21.140
12,16,Tom PrycePRY,Shadow Matra,1:21.160
13,4,Patrick DepaillerDEP,Tyrrell Ford,1:21.200
14,18,John WatsonWAT,Surtees Ford,1:21.230
15,21,Jacques LaffiteLAF,Frank Williams Racing Cars/Williams,1:21.320
16,5,Ronnie PetersonPET,Lotus Ford,1:21.460
17,22,Alan  JonesJON,Lola Ford,1:22.010
18,28,Mark DonohueDON,March Ford,1:22.330
19,20,Ian ScheckterSCH,Frank Williams Racing Cars/Williams,1:22.820
20,14,Bob EvansEVA,BRM,1:22.970
21,6,Jacky IckxICK,Lotus Ford,1:23.200
22,31,Gijs van LennepVAN,Ensign Ford,1:23.300
23,10,Lella LombardiLOM,March Ford,1:23.990
24,30,Wilson FittipaldiFIT,Fittipaldi Ford,1:24.150
