Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,6:58.600
2,8,Carlos PacePAC,Brabham Ford,7:00.000
3,3,Jody ScheckterSCH,Tyrrell Ford,7:01.300
4,4,Patrick DepaillerDEP,Tyrrell Ford,7:01.400
5,11,Clay RegazzoniREG,Ferrari,7:01.600
6,2,Jochen MassMAS,McLaren Ford,7:01.800
7,10,Hans-Joachim StuckSTU,March Ford,7:02.100
8,1,Emerson FittipaldiFIT,McLaren Ford,7:02.700
9,24,James HuntHUN,Hesketh Ford,7:02.700
10,7,Carlos ReutemannREU,Brabham Ford,7:04.000
11,9,Vittorio BrambillaBRA,March Ford,7:06.000
12,17,Jean-Pierre JarierJAR,Shadow Matra,7:07.100
13,27,Mario AndrettiAND,Parnelli Ford,7:08.200
14,6,John WatsonWAT,Lotus Ford,7:09.400
15,21,Jacques LaffiteLAF,Frank Williams Racing Cars/Williams,7:10.000
16,16,Tom PrycePRY,Shadow Matra,7:10.100
17,23,Tony BriseBRI,Lola Ford,7:10.900
18,5,Ronnie PetersonPET,Lotus Ford,7:11.600
19,28,Mark DonohueDON,March Ford,7:11.800
20,20,Ian AshleyASH,Frank Williams Racing Cars/Williams,7:15.900
21,22,Alan  JonesJON,Lola Ford,7:18.600
22,30,Wilson FittipaldiFIT,Fittipaldi Ford,7:19.110
23,25,Harald ErtlERT,Hesketh Ford,7:19.500
24,19,Gijs van LennepVAN,Ensign Ford,7:20.400
25,29,Lella LombardiLOM,March Ford,7:36.400
