Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,1:32.240
2,11,Clay RegazzoniREG,Ferrari,1:32.750
3,1,Emerson FittipaldiFIT,McLaren Ford,1:33.080
4,3,Jody ScheckterSCH,Tyrrell Ford,1:33.270
5,2,Jochen MassMAS,McLaren Ford,1:33.290
6,23,Tony BriseBRI,Lola Ford,1:33.340
7,7,Carlos ReutemannREU,Brabham Ford,1:33.440
8,24,James HuntHUN,Hesketh Ford,1:33.730
9,9,Vittorio BrambillaBRA,March Ford,1:33.900
10,8,Carlos PacePAC,Brabham Ford,1:34.170
11,5,Ronnie PetersonPET,Lotus Ford,1:34.220
12,4,Patrick DepaillerDEP,Tyrrell Ford,1:34.360
13,17,Jean-Pierre JarierJAR,Shadow Matra,1:34.610
14,16,Tom PrycePRY,Shadow Matra,1:34.710
15,27,Mario AndrettiAND,Parnelli Ford,1:34.720
16,10,Hans-Joachim StuckSTU,March Ford,1:35.290
17,34,Harald ErtlERT,Hesketh Ford,1:35.430
18,21,Jacques LaffiteLAF,Frank Williams Racing Cars/Williams,1:35.480
19,32,Chris AmonAMO,Ensign Ford,1:35.560
20,14,Bob EvansEVA,BRM,1:35.610
21,25,Brett LungerLUN,Hesketh Ford,1:36.110
22,20,Renzo ZorziZOR,Frank Williams Racing Cars/Williams,1:36.190
23,22,Rolf StommelenSTO,Lola Ford,1:36.440
24,29,Lella LombardiLOM,March Ford,1:37.060
25,6,Jim CrawfordCRA,Lotus Ford,1:37.140
26,30,Arturo MerzarioMER,Fittipaldi Ford,1:37.330
