Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,1:23.400
2,11,Clay RegazzoniREG,Ferrari,1:23.500
3,24,James HuntHUN,Hesketh Ford,1:23.800
4,27,Mario AndrettiAND,Parnelli Ford,1:23.900
5,9,Vittorio BrambillaBRA,March Ford,1:24.200
6,18,John WatsonWAT,Surtees Ford,1:24.300
7,4,Patrick DepaillerDEP,Tyrrell Ford,1:24.400
8,16,Tom PrycePRY,Shadow Matra,1:24.500
9,22,Rolf StommelenSTO,Lola Ford,1:24.700
10,17,Jean-Pierre JarierJAR,Shadow Matra,1:25.000
11,2,Jochen MassMAS,McLaren Ford,1:25.200
12,5,Ronnie PetersonPET,Lotus Ford,1:25.300
13,3,Jody ScheckterSCH,Tyrrell Ford,1:25.400
14,8,Carlos PacePAC,Brabham Ford,1:25.800
15,7,Carlos ReutemannREU,Brabham Ford,1:25.800
16,6,Jacky IckxICK,Lotus Ford,1:26.300
17,28,Mark DonohueDON,March Ford,1:26.300
18,21,Tony BriseBRI,Frank Williams Racing Cars/Williams,1:26.400
19,31,Roelof   WunderinkWUN,Ensign Ford,1:26.600
20,25,Alan  JonesJON,Hesketh Ford,1:26.700
21,30,Wilson FittipaldiFIT,Fittipaldi Ford,1:27.200
22,23,Francois  MigaultMIG,Lola Ford,1:27.900
23,14,Bob EvansEVA,BRM,1:28.800
24,10,Lella LombardiLOM,March Ford,1:30.300
25,20,Arturo MerzarioMER,Frank Williams Racing Cars/Williams,1:54.300
