Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,1:42.003
2,1,Emerson FittipaldiFIT,McLaren Ford,1:42.360
3,7,Carlos ReutemannREU,Brabham Ford,1:42.685
4,17,Jean-Pierre JarierJAR,Shadow Matra,1:42.759
5,27,Mario AndrettiAND,Parnelli Ford,1:42.822
6,9,Vittorio BrambillaBRA,March Ford,1:42.846
7,16,Tom PrycePRY,Shadow Matra,1:42.960
8,4,Patrick DepaillerDEP,Tyrrell Ford,1:43.032
9,2,Jochen MassMAS,McLaren Ford,1:43.100
10,3,Jody ScheckterSCH,Tyrrell Ford,1:43.127
11,11,Clay RegazzoniREG,Ferrari,1:43.246
12,28,John WatsonWAT,March Ford,1:43.310
13,10,Hans-Joachim StuckSTU,March Ford,1:43.417
14,5,Ronnie PetersonPET,Lotus Ford,1:43.570
15,24,James HuntHUN,Hesketh Ford,1:43.820
16,8,Carlos PacePAC,Brabham Ford,1:44.054
17,23,Tony BriseBRI,Lola Ford,1:44.064
18,25,Brett LungerLUN,Hesketh Ford,1:45.236
19,6,Brian HentonHEN,Lotus Ford,1:45.244
20,15,Michel LeclereLEC,Tyrrell Ford,1:46.023
21,21,Jacques LaffiteLAF,Frank Williams Racing Cars/Williams,1:46.032
22,31,Roelof   WunderinkWUN,Ensign Ford,1:47.224
23,30,Wilson FittipaldiFIT,Fittipaldi Ford,1:48.226
24,20,Lella LombardiLOM,Frank Williams Racing Cars/Williams,1:49.734
