Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,1:34.850
2,24,James HuntHUN,Hesketh Ford,1:34.970
3,1,Emerson FittipaldiFIT,McLaren Ford,1:35.210
4,10,Hans-Joachim StuckSTU,March Ford,1:35.380
5,11,Clay RegazzoniREG,Ferrari,1:35.410
6,8,Carlos PacePAC,Brabham Ford,1:35.710
7,4,Patrick DepaillerDEP,Tyrrell Ford,1:35.780
8,9,Vittorio BrambillaBRA,March Ford,1:35.800
9,2,Jochen MassMAS,McLaren Ford,1:36.120
10,3,Jody ScheckterSCH,Tyrrell Ford,1:36.140
11,7,Carlos ReutemannREU,Brabham Ford,1:36.430
12,21,Jacques LaffiteLAF,Frank Williams Racing Cars/Williams,1:37.600
13,5,Ronnie PetersonPET,Lotus Ford,1:37.610
14,17,Jean-Pierre JarierJAR,Shadow Matra,1:37.620
15,16,Tom PrycePRY,Shadow Matra,1:37.640
16,23,Tony BriseBRI,Lola Ford,1:37.690
17,25,Brett LungerLUN,Hesketh Ford,1:37.870
18,18,John WatsonWAT,Surtees Ford,1:37.960
19,27,Mario AndrettiAND,Parnelli Ford,1:37.970
20,28,Mark DonohueDON,March Ford,1:38.190
21,29,Lella LombardiLOM,March Ford,1:38.430
22,6,Brian HentonHEN,Lotus Ford,1:38.720
23,31,Chris AmonAMO,Ensign Ford,1:38.750
24,14,Bob EvansEVA,BRM,1:39.530
25,22,Rolf StommelenSTO,Lola Ford,1:39.560
26,32,Harald ErtlERT,Hesketh Ford,1:40.720
27,33,Roelof   WunderinkWUN,Ensign Ford,1:42.580
28,20,Jo  Vonlanthen VON,Frank Williams Racing Cars/Williams,1:42.800
