Pos,No,Driver,Car,Time
1,17,Jean-Pierre JarierJAR,Shadow Matra,2:29.880
2,1,Emerson FittipaldiFIT,McLaren Ford,2:30.680
3,7,Carlos ReutemannREU,Brabham Ford,2:31.000
4,12,Niki LaudaLAU,Ferrari,2:31.120
5,11,Clay RegazzoniREG,Ferrari,2:31.220
6,8,Carlos PacePAC,Brabham Ford,2:31.580
7,24,James HuntHUN,Hesketh Ford,2:31.700
8,3,Jody ScheckterSCH,Tyrrell Ford,2:31.740
9,4,Patrick DepaillerDEP,Tyrrell Ford,2:32.940
10,2,Jochen MassMAS,McLaren Ford,2:33.060
11,20,Arturo MerzarioMER,Frank Williams Racing Cars/Williams,2:33.160
12,6,Jacky IckxICK,Lotus Ford,2:33.200
13,18,John WatsonWAT,Surtees Ford,2:33.230
14,16,Tom PrycePRY,Shadow Matra,2:33.240
15,28,Mark DonohueDON,March Ford,2:33.330
16,5,Ronnie PetersonPET,Lotus Ford,2:33.900
17,9,Vittorio BrambillaBRA,March Ford,2:34.440
18,27,Mario AndrettiAND,Parnelli Ford,2:34.560
19,21,Jacques LaffiteLAF,Frank Williams Racing Cars/Williams,2:34.760
20,22,Graham HillHIL,Lola Ford,2:35.490
21,30,Wilson FittipaldiFIT,Fittipaldi Ford,2:36.470
22,14,Mike WildsWIL,BRM,2:37.150
23,23,Rolf StommelenSTO,Lola Ford,2:38.050
