Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,1:25.430
2,8,Carlos PacePAC,Brabham Ford,1:25.470
3,9,Vittorio BrambillaBRA,March Ford,1:25.660
4,11,Clay RegazzoniREG,Ferrari,1:25.850
5,16,Tom PrycePRY,Shadow Matra,1:25.940
6,7,Carlos ReutemannREU,Brabham Ford,1:26.090
7,23,Tony BriseBRI,Lola Ford,1:26.220
8,1,Emerson FittipaldiFIT,McLaren Ford,1:26.260
9,3,Jody ScheckterSCH,Tyrrell Ford,1:26.360
10,17,Jean-Pierre JarierJAR,Shadow Matra,1:26.380
11,24,James HuntHUN,Hesketh Ford,1:26.510
12,4,Patrick DepaillerDEP,Tyrrell Ford,1:26.740
13,26,Alan  JonesJON,Hesketh Ford,1:27.050
14,5,Ronnie PetersonPET,Lotus Ford,1:27.170
15,2,Jochen MassMAS,McLaren Ford,1:27.380
16,6,Jacky IckxICK,Lotus Ford,1:27.400
17,21,Jacques LaffiteLAF,Frank Williams Racing Cars/Williams,1:27.700
18,18,John WatsonWAT,Surtees Ford,1:28.010
19,20,Arturo MerzarioMER,Frank Williams Racing Cars/Williams,1:28.180
20,14,Bob EvansEVA,BRM,1:28.570
21,28,Mark DonohueDON,March Ford,1:28.650
22,22,Francois  MigaultMIG,Lola Ford,1:29.570
23,10,Lella LombardiLOM,March Ford,1:29.710
24,30,Wilson FittipaldiFIT,Fittipaldi Ford,1:30.270
