Pos,No,Driver,Car,Time
1,12,Niki LaudaLAU,Ferrari,1:26.400
2,16,Tom PrycePRY,Shadow Matra,1:27.090
3,17,Jean-Pierre JarierJAR,Shadow Matra,1:27.250
4,5,Ronnie PetersonPET,Lotus Ford,1:27.400
5,9,Vittorio BrambillaBRA,March Ford,1:27.500
6,11,Clay RegazzoniREG,Ferrari,1:27.550
7,3,Jody ScheckterSCH,Tyrrell Ford,1:27.580
8,8,Carlos PacePAC,Brabham Ford,1:27.670
9,1,Emerson FittipaldiFIT,McLaren Ford,1:27.770
10,7,Carlos ReutemannREU,Brabham Ford,1:27.930
11,24,James HuntHUN,Hesketh Ford,1:27.940
12,4,Patrick DepaillerDEP,Tyrrell Ford,1:27.950
13,27,Mario AndrettiAND,Parnelli Ford,1:28.110
14,6,Jacky IckxICK,Lotus Ford,1:28.280
15,2,Jochen MassMAS,McLaren Ford,1:28.490
16,28,Mark DonohueDON,March Ford,1:28.810
17,18,John WatsonWAT,Surtees Ford,1:28.900
18,25,Alan  JonesJON,Hesketh Ford,1:29.120
