Pos,No,Driver,Car,Time
1,12,Ayrton SennaSEN,Lotus Renault,1:16.673
2,5,Nigel MansellMAN,Williams Honda,1:17.489
3,1,Alain ProstPRO,McLaren TAG,1:17.710
4,20,Gerhard BergerBER,Benetton BMW,1:17.742
5,19,Teo FabiFAB,Benetton BMW,1:18.071
6,6,Nelson PiquetPIQ,Williams Honda,1:18.180
7,2,Keke RosbergROS,McLaren TAG,1:18.360
8,28,Stefan JohanssonJOH,Ferrari,1:19.332
9,7,Riccardo PatresePAT,Brabham BMW,1:19.637
10,25,Rene ArnouxARN,Ligier Renault,1:19.657
11,26,Philippe AlliotALL,Ligier Renault,1:19.769
12,8,Derek WarwickWAR,Brabham BMW,1:19.882
13,27,Michele AlboretoALB,Ferrari,1:20.019
14,16,Patrick TambayTAM,Lola Hart,1:20.761
15,11,Johnny DumfriesDUM,Lotus Renault,1:21.594
16,23,Andrea de CesarisDEC,Minardi Motori Moderni,1:21.611
17,15,Alan  JonesJON,Lola Hart,1:21.646
18,24,Alessandro NanniniNAN,Minardi Motori Moderni,1:21.702
19,3,Martin BrundleBRU,Tyrrell Renault,1:21.835
20,14,Jonathan  PalmerPAL,Zakspeed,1:21.929
21,18,Thierry BoutsenBOU,Arrows BMW,1:22.068
22,17,Christian DannerDAN,Arrows BMW,1:22.274
23,4,Philippe StreiffSTR,Tyrrell Renault,1:22.388
24,21,Piercarlo GhinzaniGHI,Osella Alfa Romeo,1:23.566
25,31,Ivan CapelliCAP,AGS Motori Moderni,1:23.987
26,29,Huub RothengatterROT,Zakspeed,1:24.105
27,22,Allen BergBER,Osella Alfa Romeo,1:26.861
