Pos,No,Driver,Car,Time
1,2,Keke RosbergROS,McLaren TAG,1:42.013
2,1,Alain ProstPRO,McLaren TAG,1:42.166
3,12,Ayrton SennaSEN,Lotus Renault,1:42.329
4,20,Gerhard BergerBER,Benetton BMW,1:42.541
5,6,Nelson PiquetPIQ,Williams Honda,1:42.545
6,5,Nigel MansellMAN,Williams Honda,1:42.696
7,7,Riccardo PatresePAT,Brabham BMW,1:43.348
8,25,Rene ArnouxARN,Ligier Renault,1:43.693
9,19,Teo FabiFAB,Benetton BMW,1:44.001
10,27,Michele AlboretoALB,Ferrari,1:44.308
11,28,Stefan JohanssonJOH,Ferrari,1:44.346
12,11,Johnny DumfriesDUM,Lotus Renault,1:44.768
13,16,Patrick TambayTAM,Lola Hart,1:44.979
14,26,Philippe AlliotALL,Ligier Renault,1:45.047
15,3,Martin BrundleBRU,Tyrrell Renault,1:45.432
16,14,Jonathan  PalmerPAL,Zakspeed,1:45.887
17,17,Christian DannerDAN,Arrows BMW,1:46.355
18,4,Philippe StreiffSTR,Tyrrell Renault,1:47.371
19,15,Alan  JonesJON,Lola Hart,1:47.518
20,8,Derek WarwickWAR,Brabham BMW,1:48.206
21,18,Thierry BoutsenBOU,Arrows BMW,1:49.240
22,24,Alessandro NanniniNAN,Minardi Motori Moderni,1:49.369
23,23,Andrea de CesarisDEC,Minardi Motori Moderni,1:50.066
24,29,Huub RothengatterROT,Zakspeed,1:50.918
25,21,Piercarlo GhinzaniGHI,Osella Alfa Romeo,1:56.468
26,22,Allen BergBER,Osella Alfa Romeo,1:56.959
