Pos,No,Driver,Car,Time
1,12,Ayrton SennaSEN,Lotus Renault,1:21.605
2,6,Nelson PiquetPIQ,Williams Honda,1:22.431
3,5,Nigel MansellMAN,Williams Honda,1:22.576
4,1,Alain ProstPRO,McLaren TAG,1:22.886
5,2,Keke RosbergROS,McLaren TAG,1:23.004
6,25,Rene ArnouxARN,Ligier Renault,1:24.274
7,20,Gerhard BergerBER,Benetton BMW,1:24.501
8,26,Jacques LaffiteLAF,Ligier Renault,1:24.817
9,19,Teo FabiFAB,Benetton BMW,1:25.052
10,11,Johnny DumfriesDUM,Lotus Renault,1:25.107
11,28,Stefan JohanssonJOH,Ferrari,1:25.466
12,3,Martin BrundleBRU,Tyrrell Renault,1:25.831
13,27,Michele AlboretoALB,Ferrari,1:26.094
14,7,Riccardo PatresePAT,Brabham BMW,1:26.231
15,8,Elio de AngelisDEA,Brabham BMW,1:26.550
16,14,Jonathan  PalmerPAL,Zakspeed,1:26.918
17,15,Alan  JonesJON,Lola Hart,1:26.946
18,16,Patrick TambayTAM,Lola Hart,1:26.992
19,18,Thierry BoutsenBOU,Arrows BMW,1:27.169
20,4,Philippe StreiffSTR,Tyrrell Renault,1:27.637
21,21,Piercarlo GhinzaniGHI,Osella Alfa Romeo,1:28.423
22,17,Marc SurerSUR,Arrows BMW,1:28.443
23,22,Christian DannerDAN,Osella Alfa Romeo,1:29.046
24,23,Andrea de CesarisDEC,Minardi Motori Moderni,1:29.195
25,24,Alessandro NanniniNAN,Minardi Motori Moderni,1:30.062
