Pos,No,Driver,Car,Time
1,19,Teo FabiFAB,Benetton BMW,1:23.549
2,20,Gerhard BergerBER,Benetton BMW,1:23.743
3,2,Keke RosbergROS,McLaren TAG,1:23.903
4,7,Riccardo PatresePAT,Brabham BMW,1:24.044
5,1,Alain ProstPRO,McLaren TAG,1:24.346
6,5,Nigel MansellMAN,Williams Honda,1:24.635
7,6,Nelson PiquetPIQ,Williams Honda,1:24.697
8,12,Ayrton SennaSEN,Lotus Renault,1:25.249
9,27,Michele AlboretoALB,Ferrari,1:25.561
10,8,Derek WarwickWAR,Brabham BMW,1:25.726
11,26,Philippe AlliotALL,Ligier Renault,1:25.917
12,25,Rene ArnouxARN,Ligier Renault,1:26.312
13,16,Patrick TambayTAM,Lola Hart,1:26.489
14,28,Stefan JohanssonJOH,Ferrari,1:26.646
15,11,Johnny DumfriesDUM,Lotus Renault,1:27.212
16,15,Alan  JonesJON,Lola Hart,1:27.420
17,3,Martin BrundleBRU,Tyrrell Renault,1:28.018
18,18,Thierry BoutsenBOU,Arrows BMW,1:28.598
19,24,Alessandro NanniniNAN,Minardi Motori Moderni,1:28.645
20,4,Philippe StreiffSTR,Tyrrell Renault,1:28.951
21,14,Jonathan  PalmerPAL,Zakspeed,1:29.073
22,17,Christian DannerDAN,Arrows BMW,1:29.430
23,23,Andrea de CesarisDEC,Minardi Motori Moderni,1:29.615
24,29,Huub RothengatterROT,Zakspeed,1:32.512
25,21,Piercarlo GhinzaniGHI,Osella Alfa Romeo,1:33.988
26,22,Allen BergBER,Osella Alfa Romeo,1:36.150
