Pos,No,Driver,Car,Time
1,19,Teo FabiFAB,Benetton BMW,1:24.078
2,1,Alain ProstPRO,McLaren TAG,1:24.514
3,5,Nigel MansellMAN,Williams Honda,1:24.882
4,20,Gerhard BergerBER,Benetton BMW,1:24.885
5,12,Ayrton SennaSEN,Lotus Renault,1:24.916
6,6,Nelson PiquetPIQ,Williams Honda,1:25.137
7,8,Derek WarwickWAR,Brabham BMW,1:25.175
8,2,Keke RosbergROS,McLaren TAG,1:25.378
9,27,Michele AlboretoALB,Ferrari,1:25.549
10,7,Riccardo PatresePAT,Brabham BMW,1:26.111
11,25,Rene ArnouxARN,Ligier Renault,1:26.187
12,28,Stefan JohanssonJOH,Ferrari,1:26.422
13,18,Thierry BoutsenBOU,Arrows BMW,1:26.754
14,26,Philippe AlliotALL,Ligier Renault,1:27.269
15,16,Patrick TambayTAM,Lola Hart,1:27.808
16,17,Christian DannerDAN,Arrows BMW,1:27.923
17,11,Johnny DumfriesDUM,Lotus Renault,1:28.024
18,15,Alan  JonesJON,Lola Hart,1:28.043
19,24,Alessandro NanniniNAN,Minardi Motori Moderni,1:28.690
20,3,Martin BrundleBRU,Tyrrell Renault,1:29.125
21,23,Andrea de CesarisDEC,Minardi Motori Moderni,1:29.561
22,14,Jonathan  PalmerPAL,Zakspeed,1:29.659
23,4,Philippe StreiffSTR,Tyrrell Renault,1:30.199
24,29,Huub RothengatterROT,Zakspeed,1:30.904
25,31,Ivan CapelliCAP,AGS Motori Moderni,1:33.844
26,21,Piercarlo GhinzaniGHI,Osella Alfa Romeo,1:36.128
27,22,Alex CaffiCAF,Osella Alfa Romeo,1:36.900
