Pos,No,Driver,Car,Time
1,12,Ayrton SennaSEN,Lotus Renault,1:29.450
2,6,Nelson PiquetPIQ,Williams Honda,1:29.785
3,1,Alain ProstPRO,McLaren TAG,1:29.945
4,5,Nigel MansellMAN,Williams Honda,1:30.072
5,2,Keke RosbergROS,McLaren TAG,1:30.628
6,16,Patrick TambayTAM,Lola Hart,1:31.715
7,28,Stefan JohanssonJOH,Ferrari,1:31.850
8,11,Johnny DumfriesDUM,Lotus Renault,1:31.886
9,25,Rene ArnouxARN,Ligier Renault,1:31.970
10,15,Alan  JonesJON,Lola Hart,1:32.401
11,20,Gerhard BergerBER,Benetton BMW,1:32.491
12,26,Philippe AlliotALL,Ligier Renault,1:32.575
13,19,Teo FabiFAB,Benetton BMW,1:32.707
14,7,Riccardo PatresePAT,Brabham BMW,1:32.956
15,27,Michele AlboretoALB,Ferrari,1:33.063
16,3,Martin BrundleBRU,Tyrrell Renault,1:33.368
17,24,Alessandro NanniniNAN,Minardi Motori Moderni,1:33.656
18,4,Philippe StreiffSTR,Tyrrell Renault,1:34.414
19,8,Derek WarwickWAR,Brabham BMW,1:34.502
20,23,Andrea de CesarisDEC,Minardi Motori Moderni,1:34.670
21,17,Christian DannerDAN,Arrows BMW,1:35.294
22,18,Thierry BoutsenBOU,Arrows BMW,1:35.392
23,21,Piercarlo GhinzaniGHI,Osella Alfa Romeo,1:36.232
24,14,Jonathan  PalmerPAL,Zakspeed,1:36.485
25,29,Huub RothengatterROT,Zakspeed,1:38.527
26,22,Allen BergBER,Osella Alfa Romeo,1:40.984
