Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,3,14:18:54,29.418,29.418
1,14,Fernando AlonsoALO,McLaren Renault,5,14:22:23,30.348,30.348
1,18,Lance StrollSTR,Williams Mercedes,7,14:25:54,29.266,29.266
1,8,Romain GrosjeanGRO,Haas Ferrari,8,14:27:27,30.469,30.469
1,20,Kevin MagnussenMAG,Haas Ferrari,9,14:28:59,29.904,29.904
1,16,Charles LeclercLEC,Sauber Ferrari,10,14:30:35,30.397,30.397
1,31,Esteban OconOCO,Force India Mercedes,10,14:30:40,30.642,30.642
1,35,Sergey SirotkinSIR,Williams Mercedes,10,14:31:18,29.912,29.912
1,9,Marcus EricssonERI,Sauber Ferrari,11,14:32:34,30.051,30.051
1,2,Stoffel VandoorneVAN,McLaren Renault,11,14:32:55,29.636,29.636
1,77,Valtteri BottasBOT,Mercedes,12,14:33:30,29.794,29.794
1,11,Sergio PerezPER,Force India Mercedes,12,14:34:04,29.924,29.924
1,5,Sebastian VettelVET,Ferrari,13,14:35:13,29.798,29.798
1,44,Lewis HamiltonHAM,Mercedes,14,14:36:51,29.551,29.551
1,7,Kimi RäikkönenRAI,Ferrari,18,14:43:40,29.531,29.531
1,55,Carlos SainzSAI,Renault,32,15:08:28,30.021,30.021
1,27,Nico HulkenbergHUL,Renault,35,15:12:47,30.625,30.625
2,9,Marcus EricssonERI,Sauber Ferrari,37,15:16:36,30.146,1:00.197
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,39,15:18:49,37.446,37.446
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,43,15:24:48,29.370,29.370
