Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,35,Sergey SirotkinSIR,Williams Mercedes,3,20:21:50,30.477,30.477
1,5,Sebastian VettelVET,Ferrari,14,20:42:01,28.722,28.722
1,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,14,20:42:40,29.912,29.912
1,44,Lewis HamiltonHAM,Mercedes,15,20:43:42,28.946,28.946
1,27,Nico HulkenbergHUL,Renault,15,20:44:23,31.183,31.183
1,77,Valtteri BottasBOT,Mercedes,16,20:45:39,28.542,28.542
1,8,Romain GrosjeanGRO,Haas Ferrari,16,20:46:12,29.517,29.517
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,17,20:47:19,29.681,29.681
1,11,Sergio PerezPER,Force India Mercedes,17,20:47:51,29.978,29.978
1,7,Kimi RäikkönenRAI,Ferrari,22,20:56:20,29.513,29.513
1,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,26,21:04:28,28.931,28.931
1,20,Kevin MagnussenMAG,Haas Ferrari,26,21:04:30,29.408,29.408
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,27,21:05:14,28.779,28.779
2,11,Sergio PerezPER,Force India Mercedes,33,21:17:29,30.561,1:00.539
2,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,36,21:22:59,29.464,59.376
2,20,Kevin MagnussenMAG,Haas Ferrari,36,21:23:01,30.711,1:00.119
1,55,Carlos SainzSAI,Renault,37,21:23:46,30.242,30.242
1,14,Fernando AlonsoALO,McLaren Renault,38,21:25:29,29.922,29.922
1,16,Charles LeclercLEC,Sauber Ferrari,38,21:25:50,29.310,29.310
3,11,Sergio PerezPER,Force India Mercedes,39,21:28:41,24.340,1:24.879
1,18,Lance StrollSTR,Williams Mercedes,40,21:30:02,28.767,28.767
1,2,Stoffel VandoorneVAN,McLaren Renault,43,21:35:11,30.234,30.234
1,9,Marcus EricssonERI,Sauber Ferrari,44,21:36:55,28.860,28.860
2,35,Sergey SirotkinSIR,Williams Mercedes,45,21:39:51,34.022,1:04.499
3,20,Kevin MagnussenMAG,Haas Ferrari,48,21:44:52,29.324,1:29.443
