Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,31,Esteban OconOCO,Force India Mercedes,1,13:14:32,27.806,27.806
1,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1,13:14:35,22.055,22.055
1,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,5,13:20:36,22.570,22.570
1,18,Lance StrollSTR,Williams Mercedes,10,13:27:33,24.451,24.451
1,44,Lewis HamiltonHAM,Mercedes,11,13:28:21,22.269,22.269
1,77,Valtteri BottasBOT,Mercedes,11,13:28:30,22.105,22.105
1,55,Carlos SainzSAI,Renault,11,13:28:40,22.660,22.660
1,35,Sergey SirotkinSIR,Williams Mercedes,11,13:29:04,22.732,22.732
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,12,13:29:44,22.022,22.022
1,27,Nico HulkenbergHUL,Renault,12,13:30:08,23.037,23.037
1,2,Stoffel VandoorneVAN,McLaren Renault,12,13:30:25,22.174,22.174
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,13,13:31:00,22.175,22.175
1,16,Charles LeclercLEC,Sauber Ferrari,13,13:31:39,22.588,22.588
1,9,Marcus EricssonERI,Sauber Ferrari,16,13:36:10,31.406,31.406
1,5,Sebastian VettelVET,Ferrari,17,13:36:37,22.658,22.658
1,7,Kimi RäikkönenRAI,Ferrari,17,13:36:57,22.017,22.017
2,18,Lance StrollSTR,Williams Mercedes,23,13:46:14,23.371,47.822
2,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,24,13:47:35,23.553,45.608
2,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,26,13:50:29,23.055,45.625
1,11,Sergio PerezPER,Force India Mercedes,30,13:56:04,23.755,23.755
2,31,Esteban OconOCO,Force India Mercedes,30,13:56:33,22.756,50.562
1,20,Kevin MagnussenMAG,Haas Ferrari,43,14:15:14,22.390,22.390
1,8,Romain GrosjeanGRO,Haas Ferrari,44,14:16:47,22.733,22.733
2,5,Sebastian VettelVET,Ferrari,47,14:18:25,21.777,44.435
2,44,Lewis HamiltonHAM,Mercedes,47,14:18:42,22.399,44.668
2,33,Max VerstappenVER,Red Bull Racing TAG Heuer,48,14:19:35,22.088,44.263
2,77,Valtteri BottasBOT,Mercedes,48,14:20:17,23.887,45.992
2,8,Romain GrosjeanGRO,Haas Ferrari,60,14:40:00,23.426,46.159
3,77,Valtteri BottasBOT,Mercedes,62,14:40:33,22.512,1:08.504
