Stops,No,Driver,Car,Lap,Time of day,Time,Total
1,28,Brendon HartleyHAR,Scuderia Toro Rosso Honda,1,17:16:20,41.012,41.012
1,44,Lewis HamiltonHAM,Mercedes,7,17:29:33,21.283,21.283
1,16,Charles LeclercLEC,Sauber Ferrari,7,17:29:43,21.828,21.828
1,8,Romain GrosjeanGRO,Haas Ferrari,7,17:29:48,22.354,22.354
1,5,Sebastian VettelVET,Ferrari,15,17:44:11,22.630,22.630
1,77,Valtteri BottasBOT,Mercedes,16,17:45:52,21.600,21.600
1,33,Max VerstappenVER,Red Bull Racing TAG Heuer,17,17:47:44,21.057,21.057
1,31,Esteban OconOCO,Force India Mercedes,18,17:49:58,21.979,21.979
1,11,Sergio PerezPER,Force India Mercedes,26,18:04:04,22.112,22.112
1,14,Fernando AlonsoALO,McLaren Renault,27,18:06:10,21.726,21.726
1,10,Pierre GaslyGAS,Scuderia Toro Rosso Honda,29,18:09:35,22.493,22.493
1,3,Daniel RicciardoRIC,Red Bull Racing TAG Heuer,33,18:15:29,21.061,21.061
1,2,Stoffel VandoorneVAN,McLaren Renault,35,18:20:34,22.317,22.317
1,35,Sergey SirotkinSIR,Williams Mercedes,35,18:20:39,22.755,22.755
1,55,Carlos SainzSAI,Renault,37,18:23:10,21.964,21.964
2,77,Valtteri BottasBOT,Mercedes,40,18:27:52,21.289,42.889
1,18,Lance StrollSTR,Williams Mercedes,40,18:29:11,22.189,22.189
1,20,Kevin MagnussenMAG,Haas Ferrari,41,18:30:42,21.587,21.587
